Bus_ID,BusStation_Name,Street_Type,Preposition,Street_Name,Number_Type,Portal_Number,Postal_Code,District,X,Y,Bus_Lines
3356,SEVILLA-PLAZA DE CANALEJAS,Calle,de,Sevilla,N,1,28014,1,440686,4474467,"52, 53"
3357,CORREDERA BAJA DE SAN PABLO-ESCORIAL,Calle,de la,Corredera Baja de San Pablo,N,53,28004,1,440520,4475235,M2
3358,PEZ-CORREDERA BAJA SAN PABLO,Calle,del,Pez,N,4,28004,1,440391,4475130,M2
3359,NOVICIADO,Calle,del,Pez,N,42,28004,1,440118,4475304,M2
3360,PLAZA DE SAN ILDEFONSO,Plaza,de,San Ildefonso,N,5,28004,1,440543,4475289,M2
3361,PLAZA DE JUAN PUJOL,Plaza,de,Juan Pujol,N,1,28004,1,440388,4475420,M2
3362,BARCO-PUEBLA,Calle,del,Barco,N,23,28004,1,440499,4475035,M2
3363,NOVICIADO-SAN BERNARDO,Calle,de,Noviciado,N,1,28015,1,440089,4475438,M2
3364,REYES,Calle,de los,Reyes,N,5,28015,1,439985,4475309,M2
3365,AMANIEL-SAN VICENTE FERRER,Calle,de,Amaniel,N,20,28015,1,439941,4475534,M2
3366,TRAVESIA CONDE DUQUE-AMANIEL,Trva,del,Conde Duque,N,1,28015,1,439923,4475461,M2
3367,CONDE DUQUE-CENTRO CULTURAL,Calle,del,Conde Duque,N,9,28015,1,439813,4475600,M2
3368,AMANIEL-CONDE DUQUE,Calle,de,Amaniel,N,38,28015,1,439924,4475737,M2
3369,CONDE DUQUE-AMANIEL,Calle,del,Conde Duque,N,38,28015,1,439903,4475781,M2
3370,SANTA CRUZ DE MARCENADO-MARTIRES ALCALA,Calle,de,Santa Cruz de Marcenado,N,29,28015,1,439652,4475881,M2
3371,SERRANO JOVER-PRINCESA,Calle,de,Serrano Jover,N,1,28015,1,439476,4475863,M2
3372,ALBERTO AGUILERA-PRINCESA,Calle,de,Alberto Aguilera,N,39,28015,1,439461,4475985,M2
3373,GRAN VIA-MONTERA,Calle,,Gran Vía,N,25,28013,1,440548,4474809,M2
3374,NURIA-LA MASO,Calle,de,Nuria,N,50,28034,8,440007,4483078,"133, N23"
3375,DARIO APARICIO Nº35,Calle,de,Darío Aparicio,N,30,28023,9,434922,4480489,161
3376,Cº VIEJO DE VICALVARO-PZA.ALOSNO,Cmno,,Viejo de Vicálvaro,S/N,S/N,28032,19,447648,4473191,100
3377,BATEL-BALANDRO,Calle,del,Batel,N,7,28042,21,450002,4478468,114
3378,PARTENON-GTA.HAMBURGO,Avda,del,Partenón,N,20,28042,21,448114,4479634,112
3379,PLAZA ELIPTICA - INTERCAMBIADOR,Calle,a,Vía Lusitana,N,2,28025,11,439149,4470905,"155, SE702"
3380,ALCALA-CRONOS,Calle,de,Alcalá,N,534,28037,20,447441,4477254,77
3381,ALCALA Nº 712,Calle,de,Alcalá,N,712,28022,20,449215,4478068,"77, N5"
3382,ALCALA-CANILLEJAS,Calle,de,Alcalá,N,267,28022,20,448412,4477926,"77, 165, N5"
3383,GRAN AVENIDA-Cº VIEJO VILLAVERDE,Calle,,Gran Avenida,N,10,28041,12,439840,4469204,"78, 81, 116, N15"
3384,MOREJA-SALVADOR MARTINEZ,Calle,de,Moreja,S/N,S/N,28041,12,440816,4468994,"78, 116"
3385,UNIDAD-RAFAELA YBARRA,Calle,de la,Unidad,N,1,28041,12,439649,4469269,"78, 81, 116"
3386,TIMON-ALCAÑIZ,Calle,del,Timón,N,21,28042,21,450226,4480528,105
3387,Pº ARTILLEROS-PZA.VICALVARADA,Plaza,de la,Vicalvarada,N,1,28032,19,448402,4473558,"100, 106, N7"
3388,AV.QUINTA-CALLE DIEZ,Avda,,Quinta,N,16,28022,20,449511,4477607,"77, N5"
3389,RONDA SUR-AV.GLORIETAS,Ronda,,Sur,S/N,S/N,28053,13,443884,4469683,"102, 103, N11"
3390,AV.ENTREVIAS-MEJORANA,Calle,de,Mejorana,S/N,S/N,28053,13,443166,4470991,"102, N11"
3391,FTE.CARRANTONA-HACIENDA PAVONES,Calle,de la,Fuente Carrantona,S/N,S/N,28030,14,446159,4472704,"100, 140"
3392,ARROYO POZUELO-ANIS,Calle,del,Anís,N,8,28023,9,434616,4478349,"160, N28"
3393,VELAZQUEZ-VILLANUEVA,Calle,de,Velázquez,N,6,28001,4,442060,4475027,"1, 9, 19, 51, 74"
3394,VELAZQUEZ-GOYA,Calle,de,Velázquez,N,30,28001,4,442086,4475345,"1, 9, 19, 51, 74, N4"
3395,VELAZQUEZ-JOSE ORTEGA Y GASSET,Calle,de,Velázquez,N,80,28001,4,442123,4475909,"1, 9, 19, 51, 74, N4"
3396,J.ORTEGA Y GASSET-PZA.MQUES.SALAMANCA,Calle,de,José Ortega y Gasset,N,36,28006,4,442381,4475922,"1, 74"
3397,CTRA.COLMENAR-BADALONA,Ctra,,M-607 Colmenar Viejo,N,89,28034,8,440909,4482891,178
3398,COBOS DE SEGOVIA-PASEO MELANCOLICOS,Calle,de,Cobos de Segovia,N,2,28005,2,439062,4473495,62
3399,VENTISQUERO CONDESA-COLLADO TIROBARRA,Avda,del,Ventisquero de la Condesa,N,43,28035,8,439261,4483095,49
3400,GRAL.ARANDA-ORDOÑEZ,Calle,del,General Aranda,N,16,28029,6,441469,4480622,177
3401,MARTIRES DE LA VENTILLA-MAGNOLIA,Calle,de los,Mártires de la Ventilla,N,33,28029,6,441493,4480444,177
3402,JOAQUIN DICENTA-MARTIRES DE LA VENTILLA,Calle,de,Joaquín Dicenta,N,8,28029,6,441206,4480543,177
3403,NADOR Nº1,Calle,de,Nador,N,1,28029,6,441123,4480570,177
3404,SOROLLA-AVDA.ASTURIAS,Calle,de,Sorolla,N,1,28029,6,441047,4480467,177
3405,AV.AMERICA-FCO.SILVELA,Avda,de,América,N,4,28028,4,442711,4476754,"72, N4"
3406,"DEUSTO, 14",Calle,de,Deusto,N,9,28023,9,431704,4480495,162
3407,GRAL.RICARDOS-CLARISAS,Calle,del,General Ricardos,N,133,28019,11,438248,4471538,"34, 35, N26"
3408,Pº ACACIAS-GTA.PIRAMIDES,Paseo,de las,Acacias,N,69,28005,2,439584,4472728,"34, 36, 62, 116, 118, 119, N12, N15"
3409,TOLEDO-GTA.PIRAMIDES,Calle,de,Toledo,N,178,28005,2,439507,4472822,18
3410,TOLEDO-GTA.PIRAMIDES,Calle,de,Toledo,N,187,28005,2,439526,4472756,"18, 23, 35, N26"
3411,TOLEDO-GTA.PIRAMIDES,Calle,de,Toledo,N,180,28005,2,439495,4472771,"23, 35, N26"
3412,BRAVO MURILLO-MARIA ZAYAS,Calle,de,Bravo Murillo,N,243,28020,6,440696,4479103,"66, 124, N23"
3413,Pº ACACIAS-DR.VALLEJO NAJERA,Paseo,de las,Acacias,N,49,28005,2,439767,4472866,"34, 36, 62, 116, 118, 119"
3414,Pº ACACIAS-DR.VALLEJO NAJERA,Paseo,de las,Acacias,N,40,28005,2,439737,4472871,"34, 36, 62, 116, 118, 119"
3415,Pº. EXTREMADURA-GUADARRAMA,Paseo,de,Extremadura,N,92,28011,10,437973,4473992,"31, 33, 36, 65, N19"
3416,PZA.MARQUES DE COMILLAS,Plaza,del,Marqués de Comillas,N,1,28040,9,439087,4477629,C1
3417,Pº EXTREMADURA-PTE.SEGOVIA,Paseo,de,Extremadura,N,5,28011,10,438557,4474157,"31, 33, 36, 65, N18, N19"
3418,Pº EXTREMADURA-GUADARRAMA,Paseo,de,Extremadura,N,67,28011,10,437986,4473970,"31, 33, 36, 65, N19"
3419,Pº EXTREMADURA-PTE.SEGOVIA,Paseo,de,Extremadura,N,6,28011,10,438556,4474182,"31, 33, 36, 65, N18, N19"
3420,Pº ERMITA DEL SANTO-PTE.SEGOVIA,Paseo,de la,Ermita del Santo,N,2,28011,10,438670,4474124,
3421,Pº EXTREMADURA-PTA.DEL ANGEL,Paseo,de,Extremadura,N,36,28011,10,438251,4474122,"31, 33, 36, 65, N19"
3422,Pº EXTREMADURA-PTA.DEL ANGEL,Paseo,de,Extremadura,N,31,28011,10,438297,4474113,"31, 33, 36, 65, N19"
3423,SEVILLA-ALCALA,Calle,de,Sevilla,N,8,28014,1,440729,4474542,
3424,ALCALA-SEVILLA,Calle,de la,Virgen de los Peligros,N,1,28014,1,440770,4474588,"5, 150"
3425,PUERTA DE ARGANDA,Calle,de,San Cipriano,N,85,28032,19,449511,4472688,"SE718, T23"
3426,PUERTA DE ARGANDA,Calle,de,San Cipriano,N,85,28032,19,449504,4472711,71
3427,GRAL.ROMERO BASART-GRAL.FANJUL,Calle,del,General Romero Basart,N,1,28044,10,434275,4470635,139
3428,JOAQUIN COSTA-PZA.REP.ARGENTINA,Calle,de,Joaquín Costa,N,20,28002,5,442016,4477525,C1
3429,AVDA. DE LOS ANDES-GTA. YUCATAN,Avda,de los,Andes,N,9,28042,16,446991,4478284,104
3430,AVDA. DE LOS ANDES-GTA. YUCATAN,Avda,de los,Andes,N,9,28043,16,446957,4478294,104
3431,MAR DE CRISTAL-AREQUIPA,Gta,del,Mar de Cristal,N,1,28033,16,445950,4480254,104
3432,GTA. MAR DE CRISTAL,Gta,del,Mar de Cristal,N,4,28033,16,446045,4480248,153
3433,ALCALDE CONDE MAYALDE-DULCE CHACON,Avda,del,Alcalde Conde de Mayalde,N,12,28050,16,443974,4481901,150
3434,DUQUESA DE PARCENT - GTA. LOS CARMENES,Calle,de la,Duquesa de Parcent,N,2,28047,10,436886,4472075,"31, N18"
3435,VIRGEN DEL PUERTO-PTE.SEGOVIA,Paseo,de la,Virgen del Puerto,N,5,28005,1,438961,4474218,"33, 41, 62, 148, C1, N18, N19"
3436,CARDENAL V.ENRIQUE Y TARANCON-A.GADES,Calle,del,Cardenal Vicente Enrique y Tarancón,N,2,28051,18,449807,4468726,145
3437,MENDEZ ALVARO-MURCIA,Calle,de,Méndez Álvaro,N,14,28045,2,441421,4473266,"N11, N13"
3438,RAFAELA APARICIO-AURORA REDONDO,Calle,de,Rafaela Aparicio,N,3,28055,16,446578,4481351,N2
3439,MENDEZ ALVARO-ANCORA,Calle,de,Méndez Álvaro,N,22,28045,2,441680,4472952,"N11, N13"
3440,"AV.MANOTERAS, 20",Avda,de,Manoteras,N,20,28050,16,443489,4482352,150
3441,"FUENTE DE LA MORA, FRENTE Nº1",Avda,de,Manoteras,N,40,28050,16,443730,4482075,150
3442,FUENTE DE LA MORA-AV.FTE.DE LA MORA,Cmno,de la,Fuente de la Mora,N,6,28050,16,443937,4482087,150
3443,FUENTE DE LA MORA-AV.ALC.CONDE MAYALDE,Cmno,de la,Fuente de la Mora,N,9,28050,16,444098,4482083,150
3444,CANILLEJAS,Calle,de,Josefa Valcárcel,N,152,28022,20,448416,4478023,"165, 200, N4"
3445,OSA MAYOR-BELLATRIX,Avda,de la,Osa Mayor,N,5,28023,9,434402,4479413,160
3446,CTRA.HUMERA A ARAVACA-OSA MAYOR,Ctra,de,Húmera,N,1,28023,9,434058,4479246,"160, 161, N28"
3447,SERRANO-INST.RAMIRO MAEZTU,Calle,de,Serrano,N,127,28006,5,441931,4477291,"16, 19, 51, N1"
3448,SERRANO Nº 111,Calle,de,Serrano,N,113,28006,5,441918,4477104,"16, 19, 51"
3449,JOAQUIN COSTA-VELAZQUEZ,Calle,de,Joaquín Costa,N,30,28002,5,442173,4477322,C1
3450,CINCA-PZA.DE CATALUÑA,Calle,del,Cinca,N,25,28002,5,442498,4478045,"7, 51"
3451,PRINCIPE DE VERGARA-PZA.CATALUÑA,Calle,del,Príncipe de Vergara,N,204,28002,5,442642,4478067,"16, 29, 52, N1"
3452,PRINCIPE DE VERGARA-PZA.CATALUÑA,Calle,del,Príncipe de Vergara,N,203,28002,5,442619,4478046,"16, 29, 52"
3453,INTERCAMBIADOR ATOCHA-RENFE,Avda,de la,Ciudad de Barcelona,N,2,28007,2,441630,4473328,"10, 14, 26, 32, 37, C2, N10, N11, N13, N25, N9"
3454,Pº PRADO-PZA DE CIBELES,Paseo,del,Prado,N,1,28014,3,441345,4474663,"E1, N2, N3"
3455,Pº DEL PRADO-PZA.DE CIBELES,Paseo,del,Prado,N,1,28014,3,441346,4474673,"203, N27"
3456,AV. HISPANIDAD-DIQUE SUR,Calle,de,Ariadna,N,S/N,28042,21,451182,4479288,101
3457,LLANO CASTELLANO-VALDEGOVIA,Avda,del,Llano Castellano,N,51,28034,8,442003,4482489,"66, 124, 137, N24, SE704"
3458,AV.ROSALES-TANATORIO,Avda,de,Los Rosales,N,36,28041,12,441991,4468516,"23, N12"
3459,LOPEZ HOYOS-ARTURO SORIA,Calle,de,López de Hoyos,N,307,28043,15,444136,4479098,53
3460,AV.PQUE.DE PALOMERAS BAJAS-TRISTANA,Avda,del,Parque de Palomeras Bajas,N,30,28018,13,444600,4470115,"10, 57, 136"
3461,AVDA. PALOMERAS BAJAS,Calle,de,Novecento,N,7,28018,13,444665,4470106,"310, N11"
3462,INTERCAMBIADOR PTE.VALLECAS,Calle,del,Monte Ulia,N,S/N,28053,13,443311,4472366,"37, 56, 58, 111"
3463,AV.ASTURIAS-ROSARIO ROMERO,Calle,de,Rosario Romero,N,27,28029,6,441011,4480388,177
3464,CERRO NEGRO-GANDIA,Calle,del,Cerro Negro,N,1,28007,3,443236,4472370,113
3465,VALHONDO-PLAYA BARLOVENTO,Calle,de,Valhondo,N,35,28042,21,449989,4480450,"105, 151, 166"
3466,PZA.HNOS.FALCO Y ALVAREZ DE TOLEDO,Plaza,de los,Hermanos Falcó y Álvarez de Toledo,N,20,28042,21,451180,4480670,"105, 115"
3467,ALDONZA LORENZO-CAMPO DE MONTIEL,Calle,de,Aldonza Lorenzo,N,1,28034,8,441652,4483456,"66, 137"
3468,VIRGEN DEL SAGRARIO-VIRGEN DEL CASTAÑAR,Calle,de la,Virgen del Sagrario,N,32,28027,15,444909,4476806,21
3469,VIRGEN DEL SAGRARIO-VIRGEN DEL CASTAÑAR,Calle,de la,Virgen de la Fuencisla,N,17,28027,15,444886,4476784,21
3470,PZA.REPUBLICA DOMINICANA,Plaza,de la,República Dominicana,N,8,28016,5,442748,4479058,87
3471,AV.LOS TOREROS-VILLAFRANCA,Avda,de los,Toreros,N,57,28028,4,443726,4476279,"53, 74"
3472,CONCEJAL FCO.J.JIMENEZ-CARBONERAS,Calle,del,Concejal Francisco José Jiménez Martín,S/N,S/N,28047,10,436492,4472625,"55, N18"
3473,CONCEJAL FCO.J.MARTIN-GOTARRENDURA,Calle,del,Concejal Francisco José Jiménez Martín,N,5,28047,10,437689,4472821,119
3474,AV.ILUSTRACION-JOAQUIN LORENZO,Calle,de,Joaquín Lorenzo,N,20,28035,8,438710,4480876,137
3475,JUAN SANCHEZ-CESAR MANRIQUE,Calle,de,Juan Sánchez,N,14,28035,8,439019,4480883,137
3476,MENENDEZ PELAYO-PZA.NIÑO JESUS,Avda,de,Menéndez Pelayo,N,71,28007,3,442730,4473801,"26, 63, 152, C2"
3477,CONDE DE PEÑALVER-AYALA,Calle,del,Conde de Peñalver,N,25,28006,4,442801,4475645,"26, 61, N3"
3478,DELICIAS Nº 14,Calle,de,Delicias,N,16,28045,2,441225,4473049,27
3479,ANTONIO LOPEZ-PTE.PRAGA,Calle,de,Antonio López,N,88,28019,11,440056,4471914,"23, N15"
3480,AV.DAROCA-CALAHORRA,Avda,de,Daroca,N,318,28032,19,448056,4473272,"4, 100, 106, 130, N7"
3481,AV.DAROCA-APOSTOL SANTIAGO,Avda,de,Daroca,N,46,28017,15,444551,4475853,"106, N7"
3482,CASALARREINA-AV.DAROCA,Calle,de,Casalarreina,N,21,28032,19,448029,4473517,4
3483,ARCOS DE JALON-SAN ROMAN VALLE,Calle,de,Arcos de Jalón,S/N,S/N,28037,20,447347,4474846,4
3484,HNOS.GARCIA NOBLEJAS-VITAL AZA,Calle,de los,Hermanos García Noblejas,N,19,28037,20,446188,4476444,"4, 38, 48, 70, 105"
3485,GRAL.MARTINEZ CAMPOS-ZURBANO,Paseo,del,General Martínez Campos,N,35,28010,7,441346,4476499,"5, 16, 61"
3486,PºCASTELLANA-GENERAL YAGÜE,Calle,de,Manuel de Falla,N,1,28046,5,441593,4478769,"27, 40, 126, 147, N22, N24"
3487,RONDA SUR-SERENA,Ronda,,Sur,N,163,28053,13,443229,4469872,111
3488,EL CAIRO-LAPONIA,Calle,de,El Cairo,N,2,28030,14,446861,4473007,30
3489,AV.AVIACION-JOSE CADALSO,Avda,de la,Aviación,N,36,28044,10,434867,4469723,N19
3490,AV.AVIACION-RAFAEL FINAT,Avda,de la,Aviación,N,79,28044,10,434499,4469800,N19
3491,AV.AVIACION-NAVALMORAL DE LA MATA,Avda,de la,Aviación,N,18,28044,10,434089,4469889,"139, N19"
3492,MAR AMARILLO-MAR NEGRO,Calle,del,Mar Amarillo,N,11,28033,16,445728,4480818,72
3493,MENDEZ ALVARO-EST.SUR DE AUTOBUSES,Calle,de,Méndez Álvaro,N,85,28045,2,442579,4471883,"102, 148"
3494,ALFREDO MARQUERIE-SANGENJO,Calle,de,Alfredo Marquerie,N,13,28034,8,440863,4482361,67
3495,RONDA COMUNICACION-EDIFICIO NORTE 1,Ronda,de la,Comunicación,N,14,28050,8,443728,4485579,"172, T61"
3496,RONDA COMUNICACION-EDIFICIO CENTRAL,Ronda,de la,Comunicación,N,6,28050,8,443767,4485211,"172, T61"
3497,RONDA COMUNICACION-EDIFICIO NORTE 1,Ronda,de la,Comunicación,N,16,28050,8,443745,4485580,"172, T61"
3498,SAUCEDA-ABETAL,Calle,de,Sauceda,N,42,28050,8,443858,4483957,"172, 172SF, T61"
3499,SAUCEDA-JUAN AGÜI,Calle,de,Sauceda,N,1,28050,8,443602,4483832,"172, 172SF, T61"
3500,SIERRA DE ATAPUERCA-SAN JUAN ORTEGA,Calle,de la,Sierra de Atapuerca,N,12,28050,8,443188,4483880,T61
3501,CASTIELLO DE JACA-PUENTE LA REINA,Calle,de,Castiello de Jaca,N,15,28050,8,442877,4483863,T61
3502,SAUCEDA Nº 28,Calle,de,Sauceda,N,42,28050,8,443810,4483915,"172, 172SF, T61"
3503,SAUCEDA-AV.JUAN AGÜI,Calle,de,Sauceda,N,1,28050,8,443588,4483807,"172, 172SF, T61"
3504,SAN JUAN ORTEGA-SIERRA DE ATAPUERCA,Calle,de,San Juan de Ortega,N,10,28050,8,443229,4483855,T61
3505,RAFAELA YBARRA-MARCELO USERA,Avda,de,Rafaela Ybarra,N,3,28026,12,439703,4470926,N15
3506,AVENIDA ENTREVIAS-MEMBEZAR,Avda,de,Entrevías,S/N,S/N,28053,13,443466,4470410,24
3507,AEROPUERTO T4,Ctra,,Aeropuerto,N,S/N,28042,21,449808,4482728,"203, N27"
3508,AEROPUERTO T2,Ctra,,Aeropuerto,N,S/N,28042,21,451811,4480063,"101, 200, 203, N27"
3509,INTERCAMBIADOR DE ALUCHE,Calle,de,Valmojado,N,S/N,28024,10,435517,4471117,17
3510,INTERCAMBIADOR DE ALUCHE,Calle,de,Ocaña,N,2,28047,10,435594,4471062,"17, 31, H, N18, N26"
3511,NTRA.SRA.DE LA LUZ-CNO.INGENIEROS,Calle,de,Nuestra Señora de la Luz,N,47,28047,10,436476,4471004,"17, N26"
3512,INTERCAMBIADOR CANILLEJAS,Calle,del,Parador de Santa Lucía,N,8,28022,20,448405,4477960,140
3513,NTRA.SRA.DE LA LUZ-OCAÑA,Calle,de,Nuestra Señora de la Luz,N,55,28047,10,436289,4471124,"17, N26"
3514,Cº. CAMPAMENTO-SAN ROBERTO,Paseo,de la,Venta,N,2,28011,9,435631,4473088,"55, 65"
3515,NTRA.SRA.DE LA LUZ-OCAÑA,Calle,de,Nuestra Señora de la Luz,N,118,28047,10,436296,4471146,"17, N26"
3516,Pº SAN ILLAN-HACIENDA,Paseo,de,San Illán,N,23,28019,11,438691,4472699,50
3517,MARTIRES DE LA VENTILLA-S.BENITO,Calle,de los,Mártires de la Ventilla,N,3,28029,6,441681,4480362,177
3518,PºDIRECCION-MOLINA,Paseo,de la,Dirección,N,364,28029,6,440606,4480526,177
3519,PINOS BAJA-MOLINA,Calle,de,Pinos Baja,N,85,28029,6,440742,4480458,177
3520,CANTUESO-PºDIRECCION,Calle,del,Cantueso,N,105,28029,6,440510,4480340,177
3521,PINOS BAJA-ARROYO,Calle,de,Pinos Baja,N,62,28029,6,440606,4480286,177
3522,CANTUESO-PZA.CALICANTO,Calle,del,Cantueso,N,60,28029,6,440376,4480144,177
3523,PINOS BAJA-CAPITAN BLANCO ARGIBAY,Calle,de,Pinos Baja,N,18,28029,6,440422,4480060,177
3524,ROBLEDO-MARQUES DE VIANA,Calle,de la,Abadesa,N,3,28039,6,440396,4479772,177
3525,MARQUES DE VIANA-PºDIRECCION,Calle,del,Marques de Viana,N,S/N,28039,6,440260,4479736,177
3526,ALIGUSTRE-AGAVE,Calle,del,Aligustre,N,14,28039,6,440262,4479902,177
3527,AV.ASTURIAS-PINOS BAJA,Calle,de,Pinos Baja,N,126,28029,6,440840,4480556,177
3528,BRISTOL-PZA.DE VENECIA,Calle,de,Bristol,N,19,28028,4,443972,4477094,"53, 122"
3529,AV.ROSALES-NIQUEL,Avda,de,Los Rosales,N,94,28021,17,442409,4467383,"85, 123"
3530,ALBERTO ALCOCER-PZA.DE CUZCO,Avda,de,Alberto Alcocer,N,1,28036,5,441694,4479150,"11, 40"
3531,"NTRA,SRA.DE LA LUZ-NTRA.SRA.FATIMA",Calle,de,Nuestra Señora de la Luz,N,39,28047,11,436667,4470907,17
3532,NTRA.SRA.DE LA LUZ-Cº INGENIEROS,Calle,de,Nuestra Señora de la Luz,N,47,28047,11,436521,4470998,"17, N26"
3533,GRANJA SAN ILDEFONSO-CENTRO DE SALUD,Calle,de,La Granja de San Ildefonso,N,15,28031,18,447098,4469101,103
3534,GRANJA SAN ILDEFONSO-NAVAMURES,Calle,de,La Granja de San Ildefonso,N,15,28031,18,447113,4469115,103
3535,SAN EUSTAQUIO-RESINA,Calle,de,San Eustaquio,N,8,28021,17,440506,4465532,79
3536,AV.CONCHA ESPINA-PZA.S.CORAZONES,Avda,de,Concha Espina,N,18,28002,5,442007,4478332,"43, 120"
3537,AV.CONCHA ESPINA-PZA.S.CORAZONES,Avda,de,Concha Espina,N,5,28036,5,441994,4478345,"43, 120"
3538,AVDA.MEDITERRANEO-POLITECNICO,Calle,,Provisional Politécnica de Vallecas Uno,N,4,28031,13,446876,4471573,"63, 145"
3539,BRAVO MURILLO-FCOS.RODRIGUEZ,Calle,de,Bravo Murillo,N,193,28020,6,440507,4478655,"3, 66, 124, N23"
3540,ILLESCAS-CAMARENA,Calle,de,Illescas,N,82,28047,10,436007,4471711,31
3541,ILLESCAS-VALMOJADO,Calle,de,Illescas,N,64,28047,10,435773,4471788,
3542,DR.GARCIA TAPIA-OBERON,Avda,del,Doctor García Tapia,N,210,28030,14,446256,4473448,"30, N8"
3543,GODELLA Nº70,Calle,de,Godella,N,70,28021,17,441638,4466227,"59, 79, N13"
3544,HOSPITAL DOCE DE OCTUBRE,Acces,a la,Avenida de Andalucía 12 de Octubre,N,2,28041,12,440999,4469882,121
3545,EDUARDO BARREIROS-PADUL,Calle,de,Eduardo Barreiros,N,23,28041,12,440932,4468895,76
3546,CARRERA DE SAN JERONIMO-PZA.CANALEJAS,Cra,de,San Jerónimo,N,18,28014,1,440646,4474440,51
3547,CAMARENA-COLEGIO S.JUAN GARCIA,Calle,de,Camarena,N,8,28047,10,436011,4472126,N18
3548,GTA. MANUEL MUÑOZ MONASTERIO,Gta,de,Manuel Muñoz Monasterio,S/N,S/N,28055,16,447066,4480986,171
3549,GTA.ISIDRO GONZALEZ VELAZQUEZ,Gta,de,Isidro Gonzalez Velazquez,N,S/N,28055,16,447089,4481573,171
3550,RIBERA DEL LOIRA-RIBERA DEL SENA,Calle,de la,Ribera del Loira,N,4,28043,21,447028,4480151,104
3551,TOMAS REDONDO-RIBERA DEL LOIRA,Calle,de,Tomás Redondo,N,8,28033,16,446933,4480272,T11
3552,JUAN A.SAMARANCH-E.PEREZ PITA,Calle,,Provisional Parque de Valdebebas Tres,N,8,28055,21,448285,4482408,"171, 174, N2"
3553,JUAN ANTONIO SAMARANCH-JOSEFINA ALDECOA,Calle,,Provisional Parque de Valdebebas Tres,N,8,28055,16,448000,4483010,"171, 174, N2"
3554,FELIX CANDELA-JOSEFINA ALDECOA,Calle,,Provisional Parque de Valdebebas Veintiuno,N,90,28055,16,447992,4483291,"171, 174, N2"
3555,JUAN ANTONIO SAMARANCH-JOSEFINA ALDECOA,Calle,,Provisional Parque de Valdebebas Tres,N,8,28055,16,448000,4482958,"171, 174, N2"
3556,JUAN ANTONIO SAMARANCH-E.PEREZ PITA,Avda,de,Juan Antonio Samaranch,N,18,28055,21,448240,4482436,"171, 174, N2"
3557,GTA.ISIDRO GONZALEZ,Avda,,Provisional Parque de Valdebebas Uno,N,242,28055,16,446991,4481660,"171, 174, N2"
3558,GTA.MANUEL MUÑOZ MONASTERIO,Gta,de,Manuel Muñoz Monasterio,N,S/N,28055,16,447047,4480984,171
3559,PASEO ESPERANZA-BAÑOS DE MONTEMAYOR,Paseo,de la,Esperanza,N,18,28005,2,440451,4472449,62
3560,PZA.BEATA MARIA ANA DE JESUS,Plaza,de la,Beata María Ana de Jesús,N,10,28045,2,441101,4471922,"62, 76"
3561,PASEO CHOPERA-PZA.GRAL.MAROTO,Paseo,de la,Chopera,N,41,28045,2,440773,4471918,62
3562,PASEO ESPERANZA-DR.VALLEJO NAJERA,Paseo,de la,Esperanza,N,10,28005,2,440270,4472789,62
3563,ARGANDA-PASEO YESERIAS,Calle,de,Arganda,N,50,28005,2,440328,4472303,62
3564,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,Calle,,Provisional Parque de Valdebebas Tres,N,8,28055,16,447798,4481746,"171, 174, N2"
3565,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,Calle,,Provisional Parque de Valdebebas Tres,N,8,28055,16,447751,4481773,"171, 174, N2"
3566,LOPEZ DE HOYOS-CARTAGENA,Calle,de,López de Hoyos,N,69,28002,5,442813,4477369,"9, 73, N2"
3567,LOPEZ DE HOYOS-PZA.PROSPERIDAD,Calle,de,López de Hoyos,N,104,28002,5,442870,4477427,1
3568,CARRETERA VILL. A VALLECAS-INSTITUTO,Ctra,de,Villaverde a Vallecas,N,246,28053,13,443748,4468989,T32
3569,CARRETERA VILL. A VALLECAS-INSTITUTO,Ctra,de,Villaverde a Vallecas,N,246,28053,13,443749,4469009,T32
3570,AVDA.CANILLEJAS A VICALVARO-RUSIA,Avda,de,Canillejas a Vicálvaro,N,82,28022,20,448227,4475197,4
3571,PTA.DEL BATAN-CASA DE CAMPO,Ctra,del,Zoo,N,S/N,28011,9,435561,4473033,
3572,CAMARENA-COLEGIO SAN JUAN GARCIA,Calle,de,Camarena,N,8,28047,10,436038,4472131,N18
3573,LOS YEBENES-DUQUESA DE PARCENT,Calle,de,Los Yébenes,N,47,28047,10,436163,4472138,31
3574,CAMARENA-ILLESCAS,Calle,de,Camarena,N,105,28047,10,435978,4471778,N18
3575,CAMARENA-ILLESCAS,Calle,de,Camarena,N,105,28047,10,435967,4471777,N18
3576,PRINCIPE CARLOS-ALC.ALVAREZ VILLAAMIL,Calle,del,Príncipe Carlos,N,13,28050,16,444908,4482487,N1
3577,Pº EXTREMADURA-VILLAMANIN,Paseo,de,Extremadura,N,205,28011,10,436737,4473380,"33, 36, 65, N19"
3578,QUINTANAVIDES-AV.DE BURGOS,Calle,de,Quintanavides,N,4,28050,8,443556,4483344,176
3579,FORESTA Nº13,Calle,de,Foresta,N,13,28050,8,443367,4483405,176
