FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
27/05/2021;ES33;2=;792;881;1351;1351;1027;1108;1175;1234;971;636;407;293
27/05/2021;ES34;1-;250;236;129;153;309;130;231;371;522;557;498;377
27/05/2021;ES34;1=;319;318;384;418;429;411;403;390;432;397;367;380
27/05/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES36;1-;428;218;70;115;138;340;2032;1919;1877;1552;1699;1718
27/05/2021;ES36;1=;2001;2081;1679;1639;1772;1747;1762;1897;1203;961;884;895
27/05/2021;ES36;2-;283;65;91;71;108;452;1588;2418;2312;2239;2090;2002
27/05/2021;ES36;2=;2035;2113;2157;2170;2179;2292;2232;1869;2012;1170;652;457
27/05/2021;ES37;1-;295;167;122;107;135;312;1046;2058;1755;1396;1538;1733
27/05/2021;ES37;1=;1976;2251;1843;1844;2111;2107;2080;1747;1162;770;625;534
27/05/2021;ES37;2-;165;93;65;62;158;745;1755;2644;2545;2032;1960;2002
27/05/2021;ES37;2=;2000;2191;1898;2091;2008;2235;2027;1680;1099;629;477;308
27/05/2021;ES38;1-;80;55;26;13;8;32;90;340;864;593;393;554
27/05/2021;ES38;1=;592;697;647;706;575;700;693;662;562;328;236;171
27/05/2021;ES38;2-;50;31;9;13;18;41;176;562;898;558;387;468
27/05/2021;ES38;2=;472;443;525;412;496;498;491;476;394;263;164;104
27/05/2021;ES39;1-;511;226;162;65;50;42;139;1234;3366;2935;2036;1645
27/05/2021;ES39;1=;1579;1487;1713;2164;1785;1629;1688;1890;1755;1553;1129;1048
27/05/2021;ES39;2-;434;316;162;76;46;43;120;498;1365;2205;1758;1379
27/05/2021;ES39;2=;1451;1490;1771;2210;2263;1958;2265;2288;2110;1716;1166;785
27/05/2021;ES40;1-;266;149;114;118;214;578;2520;3201;2746;2421;2435;2518
27/05/2021;ES40;1=;2654;2857;2595;2575;2654;2672;2502;2504;2152;1268;858;712
27/05/2021;ES40;2-;275;146;106;108;191;538;1327;1601;1503;1439;1548;1485
27/05/2021;ES40;2=;1444;1841;1579;1516;1522;1745;1748;1558;1822;1170;547;479
27/05/2021;ES41;1-;185;82;109;68;122;420;1008;1303;1175;1033;1015;1078
27/05/2021;ES41;1=;1053;995;904;948;999;1071;1078;979;760;538;396;344
27/05/2021;ES41;2-;77;60;42;48;101;239;615;1005;1198;987;988;1032
27/05/2021;ES41;2=;996;1204;1054;966;1037;1142;1147;904;627;496;367;262
27/05/2021;ES42;1-;156;91;69;62;52;189;569;1047;939;915;1262;989
27/05/2021;ES42;1=;1207;1464;826;786;777;960;938;957;759;416;331;347
27/05/2021;ES42;2-;156;93;65;54;65;185;785;1632;1663;910;859;1268
27/05/2021;ES42;2=;869;1070;1219;1159;877;1284;907;809;905;585;402;388
27/05/2021;ES43;1-;142;48;36;76;51;133;349;845;1095;759;536;702
27/05/2021;ES43;1=;779;547;609;631;670;581;623;631;549;439;261;217
27/05/2021;ES43;2-;310;189;116;78;62;48;118;380;540;422;444;531
27/05/2021;ES43;2=;570;565;762;725;596;602;608;680;625;515;335;351
27/05/2021;ES44;1-;596;424;294;219;275;472;944;1646;1919;1910;2044;2194
27/05/2021;ES44;1=;2290;2355;2078;2028;2170;2365;2253;1958;2098;1509;760;1056
27/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES45;1-;622;440;305;279;343;838;2670;2190;2037;2010;1971;1977
27/05/2021;ES45;1=;2203;2255;1923;2189;2118;2075;2050;2001;1462;1293;1274;1030
27/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2021;ES46;1-;83;53;53;87;159;498;844;904;861;716;793;875
27/05/2021;ES46;1=;934;1016;875;823;995;1049;914;923;663;443;260;171
27/05/2021;ES46;2-;89;84;57;50;99;334;649;1079;922;786;814;847
27/05/2021;ES46;2=;864;917;888;929;921;1022;969;826;610;519;340;293
27/05/2021;ES47;1-;236;145;108;84;129;453;889;1169;1080;1020;1092;1078
27/05/2021;ES47;1=;1113;1096;1020;1092;1081;1054;1107;1034;904;800;590;475
27/05/2021;ES47;2-;220;148;122;112;163;376;766;885;976;951;991;995
27/05/2021;ES47;2=;996;1024;1023;1012;1029;1034;927;954;857;659;508;430
27/05/2021;ES48;1-;84;33;42;31;140;856;1888;2315;1597;993;971;884
27/05/2021;ES48;1=;886;1073;904;945;865;934;791;757;583;431;275;163
27/05/2021;ES48;2-;66;57;56;52;108;272;511;701;836;660;724;795
27/05/2021;ES48;2=;958;1259;1863;968;1004;1120;1024;922;634;414;485;217
27/05/2021;ES49;1-;115;54;29;25;72;250;1039;1257;1146;990;838;850
27/05/2021;ES49;1=;789;820;719;787;809;767;741;665;515;338;366;264
27/05/2021;ES49;2-;87;75;48;31;37;24;72;195;404;584;495;430
27/05/2021;ES49;2=;535;515;619;661;466;586;691;720;480;396;230;142
27/05/2021;ES50;1-;134;57;34;19;39;85;215;370;457;340;308;310
27/05/2021;ES50;1=;480;365;370;330;340;332;349;329;351;262;215;179
27/05/2021;ES50;2-;70;33;22;25;29;93;301;542;459;556;443;558
27/05/2021;ES50;2=;545;354;363;370;514;397;550;481;427;273;208;130
27/05/2021;ES51;1-;115;48;26;38;35;56;265;490;500;674;593;510
27/05/2021;ES51;1=;565;551;544;439;711;571;591;616;500;356;225;159
27/05/2021;ES51;2-;75;36;22;32;62;186;660;1042;576;472;694;729
27/05/2021;ES51;2=;604;598;531;679;814;799;750;721;377;289;246;194
27/05/2021;ES52;1-;63;34;20;17;40;87;461;940;744;923;632;565
27/05/2021;ES52;1=;583;668;798;667;734;792;699;739;621;452;286;197
27/05/2021;ES52;2-;50;43;26;27;30;102;494;848;622;316;346;312
27/05/2021;ES52;2=;348;380;492;348;507;505;446;458;399;284;169;99
27/05/2021;ES53;1-;86;91;61;46;32;29;63;162;252;310;321;356
27/05/2021;ES53;1=;303;383;413;376;371;416;325;314;288;255;172;129
27/05/2021;ES53;2-;142;133;95;78;72;97;258;403;455;381;372;444
27/05/2021;ES53;2=;452;419;422;444;429;462;418;465;452;373;266;219
27/05/2021;ES54;1-;58;43;34;24;22;36;131;256;298;237;217;256
27/05/2021;ES54;1=;276;278;301;274;258;281;246;270;252;193;159;99
27/05/2021;ES54;2-;134;59;50;31;19;34;90;195;331;296;273;320
27/05/2021;ES54;2=;393;330;398;345;363;366;389;456;374;347;227;164
27/05/2021;ES55;1-;44;28;18;13;11;17;99;177;302;273;221;267
27/05/2021;ES55;1=;288;340;308;269;279;279;332;333;262;186;158;94
27/05/2021;ES55;2-;39;22;14;17;14;30;106;171;203;201;215;221
27/05/2021;ES55;2=;231;195;268;219;223;244;292;295;232;172;113;83
27/05/2021;ES56;1-;26;12;9;19;34;117;368;524;436;349;362;385
27/05/2021;ES56;1=;369;588;610;704;490;607;575;366;251;170;118;98
27/05/2021;ES56;2-;65;31;14;9;73;274;728;1063;694;301;287;416
27/05/2021;ES56;2=;519;585;502;409;378;322;467;289;304;159;176;126
27/05/2021;ES57;1-;69;28;33;17;48;189;486;824;863;530;568;514
27/05/2021;ES57;1=;653;755;669;802;912;766;681;651;431;456;198;112
27/05/2021;ES57;2-;44;24;10;23;47;139;474;933;756;564;512;562
27/05/2021;ES57;2=;688;738;722;737;710;748;715;601;591;352;157;86
27/05/2021;ES58;1-;45;27;17;18;42;139;294;529;401;295;343;354
27/05/2021;ES58;1=;342;426;435;462;468;523;494;370;368;187;114;119
27/05/2021;ES58;2-;37;13;10;11;23;71;277;458;342;218;259;264
27/05/2021;ES58;2=;276;337;253;280;378;334;346;308;211;190;99;81
27/05/2021;ES59;1-;37;25;21;11;35;101;160;223;242;255;274;291
27/05/2021;ES59;1=;267;243;253;228;313;289;304;274;194;154;94;58
27/05/2021;ES59;2-;23;15;13;16;40;123;207;198;225;190;206;225
27/05/2021;ES59;2=;178;189;183;360;200;209;171;177;121;94;88;58
27/05/2021;ES60;1-;57;39;34;36;51;164;646;990;764;572;557;526
27/05/2021;ES60;1=;530;522;464;544;873;582;522;656;462;278;187;160
27/05/2021;ES60;2-;60;42;37;29;37;96;284;731;618;479;529;640
27/05/2021;ES60;2=;658;806;626;617;715;672;736;621;714;470;284;238
28/05/2021;ES01;1-;922;670;452;320;326;577;1727;2411;1954;1744;1701;1844
28/05/2021;ES01;1=;2109;2390;1992;1466;1554;1511;1506;1690;1236;1406;931;1249
28/05/2021;ES01;2-;600;429;313;232;248;303;674;1167;1370;1265;1392;1435
28/05/2021;ES01;2=;1498;1417;1405;1313;1436;1498;1449;1475;1253;761;704;971
28/05/2021;ES02;1-;436;237;137;100;235;314;155;410;562;636;662;625
28/05/2021;ES02;1=;684;670;595;524;596;698;652;701;645;660;571;526
28/05/2021;ES02;2-;545;370;288;242;267;494;917;1067;1120;1112;1127;1165
28/05/2021;ES02;2=;1170;1126;952;998;1087;1076;1095;1127;1159;990;836;830
28/05/2021;ES03;1-;350;155;95;96;180;544;358;1724;2340;2082;1647;1682
28/05/2021;ES03;1=;1602;1625;1937;1832;1490;1695;1670;1550;1402;1220;883;533
28/05/2021;ES03;2-;292;126;72;62;104;187;458;366;843;1052;1186;1306
28/05/2021;ES03;2=;1396;1653;1881;1834;1313;1338;1248;1162;1195;934;694;466
28/05/2021;ES04;1-;218;178;87;51;71;159;227;799;998;879;821;824
28/05/2021;ES04;1=;787;817;907;948;845;892;871;906;1048;812;325;396
28/05/2021;ES04;2-;209;80;51;89;82;136;100;292;576;596;793;638
28/05/2021;ES04;2=;661;811;1021;936;703;732;751;641;638;534;339;240
28/05/2021;ES05;1-;1511;798;797;602;607;993;1152;1139;1800;2149;2097;2417
28/05/2021;ES05;1=;2866;3051;3575;3716;3311;3243;2929;2803;2722;2469;2133;1689
28/05/2021;ES05;2-;443;219;113;107;304;894;1166;2381;2670;2524;2281;2185
28/05/2021;ES05;2=;2070;2162;2325;1512;2072;2123;2238;2284;2100;1831;1198;821
28/05/2021;ES06;1-;139;90;54;48;64;180;0;0;660;637;735;795
28/05/2021;ES06;1=;772;808;737;664;693;698;691;699;645;416;320;299
28/05/2021;ES06;2-;179;119;72;62;64;132;450;810;836;685;706;717
28/05/2021;ES06;2=;812;1144;1033;810;777;719;691;586;459;316;269;274
28/05/2021;ES07;1-;1112;800;508;373;271;312;718;1846;2329;1953;1656;1863
28/05/2021;ES07;1=;2129;2658;3488;3863;2624;2918;3260;2964;2601;1945;1568;1504
28/05/2021;ES07;2-;705;430;273;204;224;574;3146;4468;3845;3206;2376;2154
28/05/2021;ES07;2=;2196;2430;3282;2731;2418;2394;2388;2146;3221;2980;2093;1211
28/05/2021;ES08;1-;971;751;567;431;406;525;802;497;711;938;972;916
28/05/2021;ES08;1=;972;1018;906;789;868;953;970;1012;931;943;869;1298
28/05/2021;ES08;2-;676;444;237;166;140;758;1172;512;1163;840;831;957
28/05/2021;ES08;2=;935;972;978;1274;906;891;874;884;952;878;860;802
28/05/2021;ES09;1-;715;667;557;535;480;518;685;856;705;808;898;988
28/05/2021;ES09;1=;980;966;1030;962;824;798;877;906;872;937;764;822
28/05/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES10;2-;293;115;157;54;76;185;370;402;672;656;562;622
28/05/2021;ES10;2=;607;685;670;705;660;652;698;688;625;558;517;384
28/05/2021;ES11;1-;1068;874;508;101;78;101;595;4026;6196;6028;5555;4188
28/05/2021;ES11;1=;3980;3540;4089;5376;4770;4266;4576;4538;4205;3786;2856;1642
28/05/2021;ES11;2-;1411;882;336;168;129;153;315;1331;3404;4498;4077;3125
28/05/2021;ES11;2=;2500;3750;4665;4908;4384;1789;4329;4381;4199;2984;3025;2562
28/05/2021;ES12;1-;1063;821;626;506;528;892;1812;1553;1898;1918;1718;1762
28/05/2021;ES12;1=;1779;1354;595;1570;1816;1813;1996;1972;1797;1529;1507;1643
28/05/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES13;1-;706;553;443;348;330;371;1035;1407;1534;1425;1539;1502
28/05/2021;ES13;1=;1574;1624;1548;1384;1454;1494;1488;1610;1271;880;864;941
28/05/2021;ES13;2-;1002;816;656;496;446;375;1002;1513;1684;1677;1722;1783
28/05/2021;ES13;2=;1953;2105;1868;1756;1732;1816;1749;1766;1493;1118;972;1306
28/05/2021;ES14;1-;112;59;36;23;39;56;223;474;532;413;359;388
28/05/2021;ES14;1=;405;381;409;419;400;381;363;307;296;191;177;192
28/05/2021;ES14;2-;83;54;39;30;26;39;87;241;291;302;380;338
28/05/2021;ES14;2=;360;435;398;300;305;300;272;264;280;153;126;124
28/05/2021;ES15;1-;183;130;94;77;45;208;730;991;770;250;683;662
28/05/2021;ES15;1=;784;949;978;769;681;686;634;572;533;334;327;357
28/05/2021;ES15;2-;106;71;49;37;47;106;480;893;896;679;652;706
28/05/2021;ES15;2=;758;898;703;573;648;608;596;594;474;284;220;252
28/05/2021;ES16;1-;777;573;436;362;320;393;886;1292;1330;1332;1482;1559
28/05/2021;ES16;1=;1592;1681;1564;1564;1592;1527;1558;1548;1252;921;923;1136
28/05/2021;ES16;2-;477;388;304;252;234;357;1163;1499;1530;1496;1427;1435
28/05/2021;ES16;2=;1442;1515;1417;1247;1375;1359;1402;1407;1163;782;602;567
28/05/2021;ES17;1-;674;460;126;163;348;1045;2565;3020;3029;2866;2826;2626
28/05/2021;ES17;1=;2677;2766;2504;2289;2524;2537;2701;2678;2165;1486;1288;1443
28/05/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES18;1-;78;39;25;27;21;184;889;1184;1068;837;799;697
28/05/2021;ES18;1=;701;722;657;637;748;677;716;718;506;363;326;370
28/05/2021;ES18;2-;98;211;25;106;30;72;215;575;625;699;780;884
28/05/2021;ES18;2=;975;1272;1337;902;900;938;943;977;797;537;406;446
28/05/2021;ES19;1-;373;296;240;202;204;296;476;816;952;911;971;887
28/05/2021;ES19;1=;987;1129;1046;884;897;879;858;846;670;536;459;492
28/05/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES20;1-;3423;2658;2133;1349;985;902;1116;3704;7838;9536;9005;8037
28/05/2021;ES20;1=;8548;9749;9999;9999;9999;9999;9999;9999;9999;9999;7769;5974
28/05/2021;ES20;2-;3153;2719;1584;400;339;639;2279;9202;9999;9582;9999;9559
28/05/2021;ES20;2=;9531;9707;9999;9999;9999;9723;9890;9793;9529;9297;7709;5088
28/05/2021;ES21;1-;282;182;119;26;104;125;491;1217;1016;844;952;1048
28/05/2021;ES21;1=;1067;1176;1138;1014;994;956;995;954;735;490;402;430
28/05/2021;ES21;2-;238;180;124;104;106;242;866;1744;1832;1420;1476;1437
28/05/2021;ES21;2=;1429;1723;1604;1410;1228;1383;1176;1205;914;740;413;399
28/05/2021;ES22;1-;386;201;115;90;190;400;335;1004;1111;1446;1254;1209
28/05/2021;ES22;1=;1181;1141;1206;1247;1105;1105;1138;1105;1141;964;681;597
28/05/2021;ES22;2-;610;242;140;87;240;328;235;507;839;1013;931;1042
28/05/2021;ES22;2=;1035;1187;1358;1516;1391;1285;1275;1286;1284;1072;772;750
28/05/2021;ES23;1-;848;671;215;454;527;1247;1075;2750;3741;3371;2848;2548
28/05/2021;ES23;1=;2412;2424;2387;2226;1896;2292;2193;2348;2348;1813;1420;1123
28/05/2021;ES23;2-;1795;836;1078;842;791;928;1134;913;1376;1776;1938;2288
28/05/2021;ES23;2=;2565;2823;2938;2887;2732;2666;2702;2544;2458;2272;1879;1756
28/05/2021;ES24;1-;196;96;54;31;41;161;288;167;630;682;811;978
28/05/2021;ES24;1=;992;1082;619;477;893;859;874;874;851;700;545;582
28/05/2021;ES24;2-;327;84;42;31;149;273;79;197;427;767;827;895
28/05/2021;ES24;2=;818;792;663;686;734;769;826;785;721;574;458;442
28/05/2021;ES25;1-;201;172;140;34;34;121;156;100;146;216;211;212
28/05/2021;ES25;1=;198;244;196;205;191;231;207;206;195;228;142;194
28/05/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES26;1-;324;167;234;193;154;167;208;170;287;290;392;392
28/05/2021;ES26;1=;349;382;385;406;300;340;344;356;307;339;299;293
28/05/2021;ES26;2-;221;163;152;72;110;147;181;184;267;336;398;409
28/05/2021;ES26;2=;369;421;385;407;355;374;365;355;389;382;344;315
28/05/2021;ES27;1-;1055;505;240;205;193;471;452;983;1470;1715;1646;1662
28/05/2021;ES27;1=;1687;1821;1110;1461;1381;1603;1687;1845;1768;1691;1191;1054
28/05/2021;ES27;2-;1086;802;669;606;679;278;611;808;985;1063;1190;1961
28/05/2021;ES27;2=;1301;1552;1407;1107;1127;1713;1128;1236;1637;1505;1370;1468
28/05/2021;ES28;1-;86;117;31;71;68;221;494;773;755;681;711;765
28/05/2021;ES28;1=;990;1324;1009;881;957;839;870;763;555;440;421;359
28/05/2021;ES28;2-;181;38;31;86;94;365;968;1432;1283;841;798;839
28/05/2021;ES28;2=;919;1114;927;885;896;920;915;780;640;436;396;289
28/05/2021;ES29;1-;1099;415;222;195;525;954;939;1733;2466;2358;2029;2016
28/05/2021;ES29;1=;2063;2236;2347;2406;2225;2130;2211;2058;2168;1735;1434;1238
28/05/2021;ES29;2-;712;289;350;147;409;799;695;1485;1979;2260;1855;2132
28/05/2021;ES29;2=;2004;2204;2137;2195;1876;2165;2156;2234;2294;1793;1385;1211
28/05/2021;ES30;1-;192;107;59;49;73;119;88;210;481;535;458;518
28/05/2021;ES30;1=;494;584;654;582;566;613;541;563;550;438;349;296
28/05/2021;ES30;2-;237;127;70;61;151;273;176;492;1153;999;971;864
28/05/2021;ES30;2=;907;811;949;914;820;858;934;871;804;748;547;419
28/05/2021;ES31;1-;141;106;32;52;50;44;61;141;280;349;267;361
28/05/2021;ES31;1=;318;383;528;410;323;356;350;329;345;297;174;134
28/05/2021;ES31;2-;60;48;52;43;42;40;66;178;537;586;332;294
28/05/2021;ES31;2=;295;291;361;296;281;340;298;263;221;228;140;92
28/05/2021;ES32;1-;237;238;196;143;146;277;173;457;712;710;651;673
28/05/2021;ES32;1=;665;713;659;642;652;660;664;668;662;580;438;365
28/05/2021;ES32;2-;173;91;42;37;103;144;213;308;417;442;522;597
28/05/2021;ES32;2=;630;402;322;281;301;316;293;326;312;278;218;219
28/05/2021;ES33;1-;330;147;69;55;76;130;289;1495;2084;1973;1493;1378
28/05/2021;ES33;1=;1380;1542;1816;1545;1382;1010;1542;1460;1525;1286;732;523
28/05/2021;ES33;2-;195;83;41;31;46;48;170;598;943;990;712;742
28/05/2021;ES33;2=;778;938;1513;1426;1021;1179;1034;993;860;668;392;290
28/05/2021;ES34;1-;251;199;319;152;137;251;259;335;404;318;425;374
28/05/2021;ES34;1=;371;351;362;337;321;0;0;373;0;0;0;0
28/05/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES36;1-;746;476;356;264;254;341;1016;1796;1620;1411;1594;1723
28/05/2021;ES36;1=;1885;2081;1789;1553;1619;1618;1597;1654;1341;1036;1062;1388
28/05/2021;ES36;2-;490;72;52;44;90;430;1419;2307;2158;2005;2005;2045
28/05/2021;ES36;2=;1972;2096;2205;1931;2112;2046;2029;1942;1449;833;676;828
28/05/2021;ES37;1-;519;349;239;197;222;322;999;1855;1587;1423;1621;1744
28/05/2021;ES37;1=;2016;2248;2100;1842;2039;1771;1708;1597;1162;786;775;866
28/05/2021;ES37;2-;310;185;113;53;157;469;1735;2556;2360;2075;1868;1924
28/05/2021;ES37;2=;1963;2363;1996;1904;1758;1791;1753;1771;1290;754;580;490
28/05/2021;ES38;1-;146;95;27;34;9;41;98;328;746;577;480;523
28/05/2021;ES38;1=;612;591;725;757;644;584;598;632;527;401;256;177
28/05/2021;ES38;2-;68;17;15;6;14;40;158;510;684;525;407;492
28/05/2021;ES38;2=;494;487;521;441;511;453;470;452;444;335;187;158
28/05/2021;ES39;1-;446;276;282;39;41;45;136;895;2235;2622;2005;1434
28/05/2021;ES39;1=;1444;1499;1660;2218;2002;1620;1536;1554;1551;1559;1150;1084
28/05/2021;ES39;2-;510;475;281;57;32;56;94;462;1670;1980;1606;1389
28/05/2021;ES39;2=;1509;1638;2064;2643;2647;2016;2177;2039;1724;1604;1204;857
28/05/2021;ES40;1-;482;327;246;194;242;266;685;980;869;1954;2173;2279
28/05/2021;ES40;1=;2448;2503;952;910;2098;2205;2046;2157;2164;1337;927;885
28/05/2021;ES40;2-;462;292;204;178;235;507;1207;1494;1445;1248;1350;1371
28/05/2021;ES40;2=;1603;2081;1972;1521;1486;1458;1472;1395;1759;1152;691;808
28/05/2021;ES41;1-;277;194;170;138;134;403;847;1189;1076;1060;1021;1014
28/05/2021;ES41;1=;1148;1199;1114;983;977;1003;1057;992;807;636;569;561
28/05/2021;ES41;2-;242;170;120;105;106;208;586;935;1124;945;933;975
28/05/2021;ES41;2=;1007;1293;1182;973;997;943;897;821;708;590;453;401
28/05/2021;ES42;1-;256;189;41;37;129;179;511;961;886;793;884;1001
28/05/2021;ES42;1=;1127;1154;857;833;797;842;823;799;750;472;459;431
28/05/2021;ES42;2-;268;190;128;99;98;175;479;903;973;851;765;815
28/05/2021;ES42;2=;865;981;837;733;856;838;736;728;912;653;350;347
28/05/2021;ES43;1-;153;204;46;37;73;137;315;804;993;810;659;679
28/05/2021;ES43;1=;626;640;714;617;667;636;679;670;651;712;544;255
28/05/2021;ES43;2-;345;266;185;139;108;106;109;373;546;518;506;494
28/05/2021;ES43;2=;566;663;852;796;718;651;653;618;607;545;415;359
28/05/2021;ES44;1-;873;719;73;401;373;428;896;1576;1924;1889;2042;2108
28/05/2021;ES44;1=;2323;2372;2254;1869;1997;2021;1884;1945;1525;1565;897;986
28/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES45;1-;876;666;509;433;441;488;1457;2179;1962;1864;1858;1951
28/05/2021;ES45;1=;2119;2169;2042;1817;1887;1868;1914;2086;1696;1234;1206;1195
28/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2021;ES46;1-;100;60;108;71;157;479;784;875;833;783;822;820
28/05/2021;ES46;1=;972;1078;952;871;1004;1017;950;902;720;592;350;330
28/05/2021;ES46;2-;91;61;99;57;110;316;616;990;879;775;754;847
28/05/2021;ES46;2=;911;972;935;965;951;901;950;801;698;596;431;294
28/05/2021;ES47;1-;344;244;184;141;163;343;616;865;936;989;1017;1035
28/05/2021;ES47;1=;1096;1050;907;930;914;964;1030;991;929;873;646;571
28/05/2021;ES47;2-;320;239;188;172;190;315;540;707;826;868;926;928
28/05/2021;ES47;2=;958;980;845;828;835;849;878;865;822;651;545;541
28/05/2021;ES48;1-;78;89;31;39;133;795;1824;2133;1370;881;930;871
28/05/2021;ES48;1=;939;1178;923;903;901;825;864;822;631;517;311;306
28/05/2021;ES48;2-;81;50;84;49;101;222;426;534;865;823;787;904
28/05/2021;ES48;2=;950;1472;1230;1120;1138;991;1057;876;734;450;352;305
28/05/2021;ES49;1-;217;130;80;39;65;223;995;1140;838;866;778;739
28/05/2021;ES49;1=;894;949;843;713;777;750;780;729;638;439;391;436
28/05/2021;ES49;2-;111;56;76;59;39;36;66;202;407;510;500;460
28/05/2021;ES49;2=;449;473;703;711;583;537;471;460;443;386;247;159
28/05/2021;ES50;1-;167;69;38;27;25;90;67;158;243;299;327;314
28/05/2021;ES50;1=;335;360;352;368;325;324;314;324;347;298;213;187
28/05/2021;ES50;2-;120;51;87;32;73;97;78;230;421;410;644;537
28/05/2021;ES50;2=;500;453;390;547;437;411;418;410;423;346;224;168
28/05/2021;ES51;1-;121;40;57;35;36;107;105;213;477;690;566;573
28/05/2021;ES51;1=;585;562;734;641;487;552;477;448;458;395;291;205
28/05/2021;ES51;2-;74;44;21;31;20;46;60;189;460;477;418;434
28/05/2021;ES51;2=;444;444;443;407;369;423;439;419;349;315;178;159
28/05/2021;ES52;1-;134;55;47;28;32;78;73;311;739;561;562;582
28/05/2021;ES52;1=;595;681;701;699;697;746;666;622;570;463;216;242
28/05/2021;ES52;2-;77;49;35;33;24;81;65;259;517;458;312;373
28/05/2021;ES52;2=;343;594;536;443;390;516;493;423;392;335;200;160
28/05/2021;ES53;1-;99;117;52;71;54;30;77;171;278;302;289;299
28/05/2021;ES53;1=;307;302;335;297;291;341;310;314;317;282;228;179
28/05/2021;ES53;2-;172;186;69;116;65;108;233;455;442;452;437;438
28/05/2021;ES53;2=;458;469;479;423;444;420;463;482;542;399;364;298
28/05/2021;ES54;1-;79;74;32;36;19;35;111;281;283;325;229;247
28/05/2021;ES54;1=;254;251;314;286;282;300;296;299;278;208;196;152
28/05/2021;ES54;2-;118;64;79;53;21;40;79;135;330;346;305;355
28/05/2021;ES54;2=;358;313;359;386;415;391;444;360;392;327;284;201
28/05/2021;ES55;1-;49;21;16;20;15;33;90;114;281;287;284;284
28/05/2021;ES55;1=;300;301;277;293;297;293;318;288;288;214;164;134
28/05/2021;ES55;2-;38;30;23;10;23;40;59;95;142;199;204;221
28/05/2021;ES55;2=;259;259;288;230;243;267;267;258;222;198;163;90
28/05/2021;ES56;1-;22;11;11;18;39;131;355;530;463;361;391;427
28/05/2021;ES56;1=;506;679;676;532;491;449;432;368;268;207;148;129
28/05/2021;ES56;2-;52;32;29;21;58;259;847;990;648;208;253;272
28/05/2021;ES56;2=;251;279;225;185;212;233;214;206;207;164;106;106
28/05/2021;ES57;1-;132;13;20;52;48;166;466;788;845;467;570;603
28/05/2021;ES57;1=;652;862;725;833;961;830;687;745;465;362;291;244
28/05/2021;ES57;2-;82;14;37;30;31;134;483;890;757;520;536;597
28/05/2021;ES57;2=;641;748;892;776;696;676;642;656;461;291;202;167
28/05/2021;ES58;1-;83;47;30;30;39;137;275;509;407;350;370;378
28/05/2021;ES58;1=;383;529;480;502;518;521;473;391;299;216;154;137
28/05/2021;ES58;2-;47;9;3;11;36;60;159;254;361;219;277;269
28/05/2021;ES58;2=;308;371;286;252;478;332;339;313;272;184;124;100
28/05/2021;ES59;1-;56;16;28;18;29;107;109;212;154;229;265;283
28/05/2021;ES59;1=;202;198;275;235;185;181;176;268;201;180;159;110
28/05/2021;ES59;2-;38;12;15;24;34;121;177;221;241;205;178;249
28/05/2021;ES59;2=;226;207;182;215;183;207;207;192;185;99;128;51
28/05/2021;ES60;1-;46;79;65;66;60;157;584;919;750;527;585;583
28/05/2021;ES60;1=;534;549;461;543;673;576;565;474;365;226;148;141
28/05/2021;ES60;2-;141;87;66;19;38;97;268;660;600;476;541;643
28/05/2021;ES60;2=;689;812;700;672;759;665;681;635;506;331;267;200
