id_local,desc_distrito_local,desc_barrio_local,direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,min_ini_LJ_es,hora_fin_LJ_es 1,min_fin_LJ_es,hora_ini_LJ_ra,min_ini_LJ_ra,hora_fin_LJ_ra,min_fin_LJ_ra,hora_ini_VS_es,min_ini_VS_es,hora_fin_VS_es,min_fin_VS_es,hora_ini_VS_ra,min_ini_VS_ra,hora_fin_VS_ra,min_fin_VS_ra,mesas_es,mesas_ra
"270191062,VILLAVERDE,LOS-ANGELES,11 CALLE LA DOLOROSA,28041,""441064,54"",""4467352,51"",Abierto,EL PILAR,Anual,Abierta,""86,68"",""86,68"",Otros,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,30,30"
"270181096,VILLAVERDE,SAN-ANDRES,6 CALLE DOMINGO PARRAGA,28021,""439861,53"",""4465979,51"",Abierto,EL PORTON,Estacional,Abierta,""21,06"",""21,06"",Acera,8,0,1,30,10,0,0,0,8,0,1,30,10,0,0,0,9,"
"170000796,VILLAVERDE,LOS-ANGELES,37 CALLE PAN Y TOROS,28041,""441057,54"",""4467705,51"",Abierto,BAR EL RINCON DEL QUIJOTE,Anual,Abierta,""53,2"",""21,6"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,15,5"
"270250040,VILLAVERDE,LOS-ROSALES,50 CALLE SAHARA,28041,""441207,54"",""4467290,51"",Abierto,DI MADRID,Anual,Abierta,""231,32"",231,Otros,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,38,8"
"270033525,VILLAVERDE,LOS-ROSALES,56 CALLE SAHARA,28041,""441188,54"",""4467238,51"",Abierto,EL ZAGUAN,Anual,Abierta,""125,37"",""125,37"",Plaza peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,20,20"
"170000283,VILLAVERDE,LOS-ROSALES,63 CALLE VILLAJOYOSA,28041,""441323,54"",""4467541,51"",Abierto,LA BODEGUILLA IBERICA,Anual,Abierta,""39,64"",""39,64"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,8,8"
"170000006,VILLAVERDE,SAN-CRISTOBAL,251 CALLE GODELLA,28021,""441690,52"",""4465824,5"",Abierto,BAR VIETNAM,Estacional,Abierta,""40,05"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,11,"
"270183106,VILLAVERDE,LOS-ANGELES,38 CALLE VIRGEN DE LOS DESAMPARADOS,28041,""440620,54"",""4466862,51"",Abierto,BAR JOSE LUIS,Anual,Abierta,""31,34"",20,Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,5"
"270057250,ARGANZUELA,DELICIAS,19 CALLE FERROCARRIL,28045,""440931,58"",""4472464,52"",Abierto,CAFETERIA FERROCARRIL,Anual,Abierta,""44,64"",""44,64"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,14,14"
"280017278,ARGANZUELA,CHOPERA,1 PLAZA GENERAL MAROTO,28045,""440739,58"",""4471734,52"",Abierto,RESTARAURANTE  O'PORTIÑO,Anual,Abierta,""94,07"",""94,07"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,26,26"
"280018318,ARGANZUELA,ACACIAS,33 CALLE LAUREL,28005,""440313,59"",""4472551,53"",Abierto,LA MARGHERITA,Anual,Abierta,""90,72"",""90,72"",Bulevar,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,28,28"
"270299459,ARGANZUELA,IMPERIAL,18 CALLE LINNEO,28005,""438859,6"",""4473750,54"",Abierto,RESTAURANTE LA POTA DOURO,Anual,Abierta,""4,68"",""4,68"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,2,0"
"10003543,CENTRO,PALACIO,8 PLAZA PUERTA DE MOROS,28005,""439691,59"",""4473697,53"",Abierto,CAÑAS Y TAPAS,Anual,Abierta,""39,57"",""39,57"",Acera,10,0,0,0,10,0,23,0,10,0,1,30,10,0,23,0,14,14"
"270373645,BARAJAS,CASCO-H.BARAJAS,118 AVENIDA LOGROÑO,28042,""450716,58"",""4480243,4"",Abierto,BAR LOS GALLEGOS,Estacional,Abierta,""12,96"",,Acera,10,0,1,30,,,,,10,0,2,30,,,,,4,"
"170000258,VILLAVERDE,LOS-ROSALES,4 PLAZA CHOZAS DE CANALES,28021,""441319,53"",""4467087,5"",Cerrado,TU BOCATA II,Estacional,Abierta,72,,Plaza peatonal,8,0,1,30,,,,,8,0,1,30,,,,,24,"
"170000611,VILLAVERDE,LOS-ROSALES,46 AVENIDA OROVILLA,28041,""441416,54"",""4467977,51"",Abierto,CAFETERIA BAR LINEA 123,Anual,Abierta,""41,76"",""23,2"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,14,14"
"270181501,VILLAVERDE,SAN-ANDRES,14 CALLE ENCARNACION DEL PINO,28021,""439389,54"",""4466439,52"",Abierto,BAR GALICIA,Estacional,Abierta,""25,92"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,8,"
"270400434,VILLAVERDE,LOS-ANGELES,25 CALLE LA DOLOROSA,28041,""441058,54"",""4467162,51"",Abierto,BAR ESTRELLA 2008,Estacional,Abierta,""54,77"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,8,"
"170000543,VILLAVERDE,SAN-ANDRES,7 CALLE ARROYO BUENO,28021,""440080,54"",""4466690,51"",Abierto,BAR UNO,Anual,Abierta,""34,74"",""6,48"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,2"
"170002104,VILLAVERDE,BUTARQUE,7 CALLE BERROCAL,28021,""442544,52"",""4466305,49"",Abierto,KEBAB ARMENIA,Estacional,Abierta,""22,68"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,6,"
"170001122,VILLAVERDE,BUTARQUE,12 CALLE BERROCAL,28021,""442448,52"",""4466571,49"",Abierto,CAFETERIA,Anual,Abierta,""19,08"",""19,08"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,7,7"
"270422013,VILLAVERDE,LOS-ANGELES,4 CALLE ESCORIAZA,28041,""440999,54"",""4466978,51"",Abierto,CAFETERIA OBREGON,Anual,Abierta,""46,08"",""46,08"",Calle peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,10"
"170000830,VILLAVERDE,SAN-ANDRES,18 PASEO ALBERTO PALACIOS,28021,""439607,54"",""4466442,52"",Cerrado,EL CUERPO DEL DESEO,Anual,Abierta,""12,96"",""12,96"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,4,4"
"170000004,VILLAVERDE,LOS-ANGELES,6 CALLE PAN Y TOROS,28041,""440989,55"",""4467995,51"",Abierto,A'GAIVOTIÑA II,Anual,Abierta,""65,01"",""65,01"",Otros,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,16,16"
"270183583,VILLAVERDE,LOS-ANGELES,31 AVENIDA LA VERBENA DE LA PALOMA,28041,""440920,54"",""4467662,51"",Abierto,BAR MINI PILAR,Estacional,Abierta,""24,48"",,Acera,10,0,0,0,,,,,10,0,0,0,,,,,8,"
"270182085,VILLAVERDE,SAN-CRISTOBAL,121 CALLE ROCAFORT,28021,""441710,52"",""4466005,5"",Abierto,RESTAURANTE AL JAWHARA,Anual,Abierta,""9,72"",""9,72"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,3,3"
"270181885,VILLAVERDE,SAN-ANDRES,2 CALLE ACEBES,28021,""440125,54"",""4466551,51"",Abierto,BAR LAS MURALLAS,Estacional,Abierta,""7,02"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,3,"
"170000016,VILLAVERDE,SAN-CRISTOBAL,171 CALLE GODELLA,28021,""441560,52"",""4465747,5"",Abierto,BAR DULCI,Estacional,Abierta,9,,Acera,8,0,1,30,,,,,8,0,1,30,,,,,3,0"
"270077611,SALAMANCA,GUINDALERA,69 AVENIDA BRUSELAS,28028,""443736,58"",""4477000,49"",Abierto,LA PICOTERA,Anual,Abierta,""82,1"",""82,1"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,22,22"
"270322801,USERA,SAN-FERMIN,104 CAMINO PERALES,28041,""441462,56"",""4469556,51"",Abierto,BAR PELAEZ,Anual,Abierta,""25,92"",""25,92"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"120000552,USERA,ORCASITAS,315 CALLE GAINZA,28041,""439179,56"",""4468638,53"",Abierto,O TOUXEIRO,Anual,Abierta,""102,49"",""102,49"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,25,25"
"280049553,USERA,SAN-FERMIN,36 CALLE CARABELOS,28041,""441454,56"",""4469611,51"",Abierto,BAR LUQUE,Estacional,Abierta,""22,14"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"280051178,USERA,SAN-FERMIN,25 CALLE SILVINA,28041,""441416,55"",""4468552,51"",Abierto,ASAY,Estacional,Abierta,""43,2"",,Calle peatonal,10,0,1,0,,,,,10,0,1,30,,,,,10,"
"120000138,USERA,ZOFIO,12 AVENIDA RAFAELA YBARRA,28026,""439617,58"",""4470436,53"",Abierto,XALLAS,Anual,Abierta,""2,88"",""2,88"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,2,2"
"280064620,MORATALAZ,MEDIA-LEGUA,25 CALLE CORREGIDOR DIEGO DE VALDERRABANO,28030,""444144,57"",""4473666,48"",Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,""41,36"",""41,36"",Acera,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,12,12"
"170000961,VILLAVERDE,BUTARQUE,5 CALLE BERROCAL,28021,""442522,52"",""4466428,49"",Abierto,SIDRERIA DEL NORTE,Anual,Abierta,""69,52"",""69,52"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,19,19"
"270183625,VILLAVERDE,LOS-ANGELES,20 CALLE LA DOLOROSA,28041,""441031,54"",""4467258,51"",Abierto,BAR MONICO,Estacional,Abierta,108,,Acera,8,0,1,30,,,,,8,0,1,30,,,,,12,"
"270308889,VILLAVERDE,LOS-ANGELES,3 CALLE ESCORIAZA,28041,""440958,54"",""4466974,51"",Abierto,BAR LOS CAMPEONES - JAEN,Estacional,Abierta,""32,4"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,10,"
"290000758,VILLAVERDE,SAN-ANDRES,13 PASEO ALBERTO PALACIOS,28021,""439643,54"",""4466406,52"",Cerrado,MADRETIERRA,Estacional,Abierta,32,,Calle peatonal,10,0,0,0,,,,,10,0,0,0,,,,,8,"
"270181310,VILLAVERDE,SAN-ANDRES,14 CALLE ALADIERNA,28021,""439594,54"",""4466379,52"",Abierto,EL CASTIZO,Estacional,Abierta,""21,6"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,6,"
"270448230,VILLAVERDE,SAN-CRISTOBAL,115 CALLE GODELLA,28021,""441559,52"",""4465840,5"",Abierto,CAFETERIA BAR JUANJO Y JOSE,Anual,Abierta,""18,18"",""18,18"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,7,7"
"270547589,VILLAVERDE,BUTARQUE,12 CALLE BARIO,28021,""442441,52"",""4466609,49"",Abierto,BAR RESTAURANTE VITA KR,Anual,Abierta,""23,4"",""23,4"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,10"
"170000406,VILLAVERDE,LOS-ROSALES,59 AVENIDA OROVILLA,28041,""441482,54"",""4467704,5"",Abierto,DONDE LA LOLA,Anual,Abierta,""23,4"",18,Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,10"
"270540475,USERA,MOSCARDO,139 CALLE ANTONIO LOPEZ,28026,""440632,58"",""4471110,52"",Abierto,BAR OLIVA,Anual,Abierta,""32,4"",""32,4"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"280050244,USERA,MOSCARDO,150 CALLE ANTONIO LOPEZ,28026,""440423,58"",""4471289,52"",Abierto,TABERNA LA ANDALUZA,Anual,Abierta,""19,44"",""19,44"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270416146,USERA,ZOFIO,17 AVENIDA CERRO DE LOS ANGELES,28026,""439515,58"",""4470096,53"",Abierto,A NOXA GALICIA,Estacional,Abierta,""9,5"",,Acera,10,0,0,0,,,,,10,0,1,30,,,,,4,"
"280049608,USERA,ORCASITAS,41 CALLE GRAN AVENIDA,28041,""440134,56"",""4469043,52"",Abierto,CAFETERIA JUANITO,Anual,Abierta,63,63,Acera,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,10,18"
"285021310,USERA,MOSCARDO,115 CALLE ANTONIO LOPEZ,28026,""440525,58"",""4471231,52"",Abierto,CAMBOY,Estacional,Abierta,""23,94"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"280049571,USERA,ORCASITAS,72 CALLE GUETARIA,28041,""439214,57"",""4469177,53"",Abierto,BAR ASADOR MERINO,Estacional,Abierta,""7,92"",,Calle peatonal,10,0,1,0,,,,,10,0,2,30,,,,,3,"
"270156733,USERA,MOSCARDO,156 CALLE MARCELO USERA,28026,""439464,59"",""4470801,53"",Abierto,EL CHIRINGUITO,Anual,Abierta,29,29,Zona de estacionamiento,8,0,1,30,8,0,0,0,8,0,1,30,8,0,0,0,5,5"
"280049704,USERA,SAN-FERMIN,3 CALLE LODOSA,28041,""441564,56"",""4469208,51"",Abierto,BAR JUSTO,Estacional,Abierta,""37,35"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,15,"
"270526564,USERA,ALMENDRALES,3 CALLE SANTUARIO,28026,""440600,2126"",""4470662,102"",Abierto,BAR CAFETERIA,Anual,Abierta,""19,44"",""19,44"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"280049131,USERA,MOSCARDO,46 CALLE AMPARO USERA,28026,""440030,58"",""4470961,52"",Abierto,BAR EL MANCHEGO (LOCAL 2 Y 3),Anual,Abierta,""7,02"",""7,02"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,3,3"
"200001961,SAN-BLAS-CANILLEJAS,SIMANCAS,490 CALLE ALCALA,28027,""446575,57"",""4476777,45"",Abierto,TGB-THE GOOD BURGER,Anual,Abierta,""22,98"",""22,98"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,9,9"
"40003086,SALAMANCA,RECOLETOS,28 CALLE AYALA,28001,""441831,59"",""4475443,52"",Abierto,LA NIÑA,Anual,Abierta,""42,84"",""42,84"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,16,16"
"40002254,SALAMANCA,GUINDALERA,233 CALLE ALCALA,28028,""443640,58"",""4475735,49"",Abierto,JARRITUS,Anual,Abierta,""50,2"",""50,2"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,19,19"
"270535739,USERA,SAN-FERMIN,25 CALLE SAN MARIO,28041,""441334,57"",""4469948,51"",Abierto,BAR CAFETERIA KRISTIN,Estacional,Abierta,""69,3"",,Plaza peatonal,10,0,1,0,,,,,10,0,2,30,,,,,20,"
"270154709,USERA,SAN-FERMIN,21 CALLE CARABELOS,28041,""441226,56"",""4469598,51"",Abierto,BAR LA SELVA,Estacional,Abierta,""19,39"",,Acera,10,0,1,0,,,,,10,0,1,30,,,,,10,"
"270261041,USERA,ZOFIO,19 AVENIDA CERRO DE LOS ANGELES,28026,""439524,58"",""4470063,53"",Abierto,SALEM II,Anual,Abierta,""27,69"",""27,69"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,14,14"
"270322431,USERA,PRADOLONGO,183 CALLE CRISTO DE LA VICTORIA,28026,""440121,57"",""4470087,52"",Abierto,BAR LEONES,Estacional,Abierta,""20,99"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270157551,USERA,PRADOLONGO,35 AVENIDA RAFAELA YBARRA,28026,""439635,58"",""4470536,53"",Abierto,CAFETERIA CUESTA CERVECERIA,Anual,Abierta,""4,28"",""4,28"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"270225619,USERA,MOSCARDO,27 CALLE MANUEL NOYA,28026,""439562,58"",""4470804,53"",Abierto,CAFETERIA LUMAR,Anual,Abierta,""17,9"",""17,9"",Acera,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,6,6"
"270438394,USERA,ORCASUR,15 CALLE ALERCE,28041,""440979,56"",""4468755,51"",Abierto,CASA ANTONIO,Estacional,Abierta,""21,06"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,9,"
"270156565,USERA,MOSCARDO,27 CALLE ENRIQUE FUENTES,28026,""439541,59"",""4470847,53"",Abierto,DONNER KEBAP USERA,Anual,Abierta,""22,68"",""22,68"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270473500,USERA,MOSCARDO,162 CALLE MARCELO USERA,28026,""439407,59"",""4470786,53"",Abierto,BAR,Estacional,Abierta,""99,99"",,Plaza peatonal,10,0,1,0,,,,,10,0,2,30,,,,,28,"
"120000334,USERA,ORCASUR,49 AVENIDA ORCASUR,28041,""440499,56"",""4468867,52"",Abierto,LOCAL PENDIENTE DE VERIFICACION,Estacional,Abierta,""14,72"",,Acera,10,0,1,0,,,,,10,0,1,30,,,,,6,"
"270401857,USERA,ORCASITAS,10 PLAZA PROMESAS,28041,""440022,56"",""4468909,52"",Abierto,""ALHÁBEGA BAR, S.L."",Estacional,Abierta,""22,68"",,Plaza peatonal,10,0,1,0,,,,,10,0,2,30,,,,,7,"
"270537073,USERA,ORCASITAS,12 CALLE RANCHO,28041,""439806,57"",""4469083,52"",Abierto,CAFETERIA ACUARIO,Estacional,Abierta,""21,42"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,8,"
"270044772,USERA,MOSCARDO,166 CALLE MARCELO USERA,28026,""439334,59"",""4470798,53"",Abierto,CERVECERIA JUSTI,Estacional,Abierta,""64,8"",,Plaza peatonal,10,0,1,0,,,,,10,0,2,30,,,,,20,"
"285035919,PUENTE-DE-VALLECAS,PALOMERAS-SURESTE,131 CALLE VILLALOBOS,28018,""444716,55"",""4470234,47"",Abierto,BAR RESTAURANTE,Estacional,Abierta,""70,21"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,21,"
"280017096,ARGANZUELA,CHOPERA,75 PASEO SANTA MARIA DE LA CABEZA,28045,""440497,59"",""4472239,52"",Abierto,TAPAS,Estacional,Abierta,""16,2"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,5,"
"270475350,ARGANZUELA,PALOS-DE-MOGUER,65 CALLE EMBAJADORES,28012,""440479,59"",""4472828,52"",Abierto,BAR CERVECERIA DIAZ,Anual,Abierta,""7,58"",""7,58"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"285005098,ARGANZUELA,PALOS-DE-MOGUER,10 CALLE FERROCARRIL,28045,""441029,58"",""4472500,52"",Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,""36,45"",""36,45"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"280018624,ARGANZUELA,ACACIAS,25 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,28005,""439882,59"",""4472605,53"",Abierto,PRYCE CAFE,Estacional,Abierta,""12,06"",""35,64"",Acera,8,0,1,30,10,0,0,0,8,0,1,30,10,0,0,0,11,0"
"20000557,ARGANZUELA,PALOS-DE-MOGUER,4 CALLE ANCORA,28045,""441174,58"",""4472701,52"",Abierto,RESTAURANTE ABADIA,Anual,Abierta,""42,12"",""42,12"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,0"
"20000566,ARGANZUELA,DELICIAS,139 PASEO DELICIAS,28045,""441036,58"",""4471519,52"",Abierto,EL KUBO LOCO,Anual,Abierta,""28,7"",""28,7"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"285004782,ARGANZUELA,CHOPERA,18 CALLE GUILLERMO DE OSMA,28045,""440774,58"",""4471714,52"",Abierto,COSTELLO RÍO,Anual,Abierta,""65,72"",""65,72"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,18,18"
"270374350,ARGANZUELA,ACACIAS,3 CALLE MAJUELO,28005,""440004,59"",""4472733,53"",Abierto,""PASTELERÍAS, PANADERÍAS Y CAFETERÍAS LOS REYUNOS"",Anual,Abierta,""22,1"",""22,1"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270279687,ARGANZUELA,IMPERIAL,47 PASEO MELANCOLICOS,28005,""438883,6"",""4472897,54"",Abierto,CASA VALENTIN,Anual,Abierta,""23,76"",""23,76"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270508174,VILLAVERDE,LOS-ANGELES,54 CALLE LA CANCION DEL OLVIDO,28041,""440663,55"",""4468003,51"",Abierto,KEBAB TRES FUEGOS,Anual,Abierta,""25,92"",""12,96"",Otros,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,8,4"
"170002043,VILLAVERDE,SAN-CRISTOBAL,22 PLAZA PINAZO,28021,""441260,52"",""4466085,5"",Abierto,BAR CAFE LOS PINAZOS,Anual,Abierta,""19,5"",""19,5"",Calle peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270408288,CHAMARTIN,CIUDAD-JARDIN,4 CALLE NIEREMBERG,28002,""443100,59"",""4477584,5"",Abierto,SAL Y SAL DE TAPAS,Anual,Abierta,""9,05"",""9,05"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270355725,CHAMARTIN,PROSPERIDAD,200 CALLE LOPEZ DE HOYOS,28002,""443429,59"",""4477766,5"",Abierto,CAFETERIA ENXEBRE,Estacional,Abierta,""7,83"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,4,"
"270451968,SALAMANCA,GOYA,5 CALLE ANTONIA MERCE,28009,""442863,58"",""4475060,5"",Abierto,BAR CALVIN,Anual,Abierta,""42,48"",""42,48"",Plaza peatonal,8,0,1,30,8,0,0,0,8,0,1,30,8,0,0,0,12,12"
"270497098,SALAMANCA,GUINDALERA,78 AVENIDA BRUSELAS,28028,""443721,58"",""4477118,49"",Abierto,LA CERVEZERIA,Anual,Abierta,""42,76"",""42,76"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,12"
"280018486,ARGANZUELA,ACACIAS,19 CALLE MELILLA,28005,""439829,59"",""4472544,53"",Abierto,RESTAURANTE PIMENTON,Anual,Abierta,""79,38"",""55,08"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,25,17"
"270379037,ARGANZUELA,IMPERIAL,42 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,28005,""439441,59"",""4472802,53"",Abierto,MONTEPINOS,Anual,Abierta,""65,97"",""40,11"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,18,18"
"20001082,ARGANZUELA,IMPERIAL,51 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,28005,""439385,59"",""4472782,53"",Abierto,RODILLA,Anual,Abierta,""35,64"",""35,64"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"20000721,ARGANZUELA,IMPERIAL,54 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,28005,""439312,59"",""4472870,53"",Abierto,ARROCERIA IMPERIAL,Anual,Abierta,""27,3"",""27,3"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,15,15"
"20000359,ARGANZUELA,PALOS-DE-MOGUER,63 CALLE EMBAJADORES,28012,""440469,59"",""4472846,53"",Abierto,LOS CHIQUITOS BAR DE TAPAS,Anual,Abierta,""19,35"",""19,35"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270444334,ARGANZUELA,ACACIAS,82 CALLE EMBAJADORES,28012,""440457,59"",""4472791,53"",Abierto,AUTOESCUELA LARA,Anual,Abierta,""25,74"",""25,74"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270056880,ARGANZUELA,DELICIAS,153 CALLE EMBAJADORES,28045,""440952,58"",""4471949,52"",Abierto,CERVECERIA GUIMAR CAFETERIA,Anual,Abierta,""31,2"",""31,2"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"270287197,ARGANZUELA,DELICIAS,15 CALLE FERROCARRIL,28045,""440966,58"",""4472462,52"",Abierto,TABERNA DEL FERROCARRIL,Anual,Abierta,""39,77"",""39,77"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,14,0"
"285002998,CENTRO,JUSTICIA,1 PLAZA PEDRO ZEROLO,28004,""440630,59"",""4474730,53"",Abierto,LA SACRISTIA RESTAURANTE,Anual,Abierta,""38,88"",""38,88"",Plaza con bandas permanentes de circulación rodada,10,0,0,0,10,0,23,0,10,0,1,30,10,0,23,0,12,12"
"140000420,MORATALAZ,MARROQUINA,115 AVENIDA MORATALAZ,28030,""444784,56"",""4473066,47"",Abierto,AZUL Y ORO,Estacional,Abierta,""82,89"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,11,"
"270490176,VILLAVERDE,LOS-ANGELES,34 CALLE ARECHAVALETA,28041,""440829,54"",""4467051,51"",Abierto,BAR MARTINEZ,Anual,Abierta,""8,82"",""8,82"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,3,3"
"170001705,VILLAVERDE,LOS-ROSALES,8 CALLE MARIA BARRIENTOS,28021,""441723,53"",""4467306,5"",Abierto,ENTREAMIGOS,Estacional,Abierta,""97,2"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,30,"
"270433849,VILLAVERDE,LOS-ANGELES,15 AVENIDA LA VERBENA DE LA PALOMA,28041,""440906,55"",""4467844,51"",Abierto,BAR LA REJA,Estacional,Abierta,""16,2"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,5,"
"270308840,VILLAVERDE,BUTARQUE,20 CALLE POTASA,28021,""442217,53"",""4467015,49"",Abierto,CAFE HILO'S,Anual,Abierta,""125,66"",""125,66"",Plaza peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,8,8"
"270531125,LATINA,LAS-AGUILAS,2 CALLE GUAREÑA,28044,""434951,62"",""4471220,57"",Abierto,IBERICA BY EL ESQUINAZO,Anual,Abierta,""36,9"",""36,9"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,10,0"
"270379563,LATINA,LAS-AGUILAS,7 CALLE GUAREÑA,28044,""435028,62"",""4471061,57"",Abierto,MONTON SANZ CAFETERIA RESTAURANTE,Anual,Abierta,""36,61"",""36,61"",Acera,8,0,0,0,8,0,0,0,8,0,0,30,8,0,0,30,12,0"
"270243228,LATINA,PUERTA-DEL-ANGEL,13 CALLE HUERTA DE CASTAÑEDA,28011,""437085,61"",""4473254,55"",Abierto,AUPA BAR,Estacional,Abierta,""13,67"",,Acera,10,0,0,0,,,,,10,0,0,0,,,,,4,"
"270074139,SALAMANCA,GOYA,8 CALLE ANTONIA MERCE,28009,""442929,58"",""4475090,5"",Abierto,EL BARRIL,Anual,Abierta,""36,2"",""36,2"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,11"
