Identificador,Gis_X,Gis_Y,Fecha de Alta,Distrito,Barrio,Nº Finca,Tipo de Reserva,Puestos,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Línea / Batería,LongitudP,Horario
60103,,,,,,,,,"40,2429829","-3,7036534","CALLE CRISTO, S/N",28320,Pinto,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion60103.pdf,,,
60104,,,,,,,,,"40,1958184","-3,6646737","PLAZA ESTACION FERROCARRIL, S/N",28340,Valdemoro,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion60104.pdf,,,
60105,,,,,,,,,"40,1590641","-3,610221","AVENIDA DE SAN JUAN DE DIOS, S/N",28350,Ciempozuelos,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion60105.pdf,,,
10200,,,,,,,,,"40,626522","-4,00812","PLAZA ESTACION FERROCARRIL, S/N",28400,Collado Villalba,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion10200.pdf,,,
12001,,,,,,,,,"40,63856","-4,021915","CALLE PARALELA, 11",28409,Alpedrete,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12001.pdf,,,
10104,,,,,,,,,"40,600159","-3,981913","CARRETERA DE GALAPAGAR A LA NAVATA, S/N",28420,Galapagar,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion10104.pdf,,,
12002,,,,,,,,,"40,658096","-4,034996","CAMINO DE LA ESTACION, 34",28439,Alpedrete,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12002.pdf,,,
12004,,,,,,,,,"40,692757","-4,035894","CALLE REAL, 73",28450,Collado Mediano,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12004.pdf,,,
12005,,,,,,,,,"40,706598","-4,067179","PASEO PEDRO GUTIERREZ, S/N",28460,"Molinos, Los",Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12005.pdf,,,
12006,,,,,,,,,"40,737516","-4,066481","CALLE EMILIO SERRANO, 30",28470,Cercedilla,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12006.pdf,,,
12020,,,,,,,,,"40,784445","-4,004772","CALLE VITORIA, 1",28470,Cercedilla,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion12020.pdf,,,
17004,,,,,,,,,"40,598596","-3,7156","PLAZA ESTACION FERROCARRIL, 1",28760,Tres Cantos,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion17004.pdf,,,
17005,,,,,,,,,"40,645211","-3,776617","AVENIDA DE LA LIBERTAD, S/N",28770,Colmenar Viejo,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion17005.pdf,,,
70111,,,,,,,,,"40,4807624","-3,3919677","CALLE FAUSTO ELHUYAR, S/N",28806,Alcalá de Henares,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70111.pdf,,,
70103,,,,,,,,,"40,488976","-3,3664702","PASEO ESTACION FERROCARRIL, S/N",28807,Alcalá de Henares,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70103.pdf,,,
70107,,,,,,,,,"40,5054503","-3,3353684","CARRETERA CAMPUS UNIVERSITARIO DE ALCALA, S/N",28807,Alcalá de Henares,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70107.pdf,,,
70101,,,,,,,,,"40,4424319","-3,5342411","AVENIDA DE SAN PABLO, S/N",28830,San Fernando de Henares,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70101.pdf,,,
70102,,,,,,,,,"40,4547456","-3,4797065","PLAZA ESTACION FERROCARRIL, S/N",28850,Torrejón de Ardoz,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70102.pdf,,,
70112,,,,,,,,,"40,464383","-3,440614","AVENIDA JORGE OTEIZA, S/N",28850,Torrejón de Ardoz,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70112.pdf,,,
70104,,,,,,,,,"40,534668","-3,2985719","CARRETERA ESTACION FERROCARRIL, S/N",28880,Meco,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion70104.pdf,,,
37011,,,,,,,,,"40,288252","-3,737529","CAMINO VIEJO DE TOLEDO, S/N",28901,Getafe,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion37011.pdf,,,
37002,,,,,,,,,"40,309974","-3,733989","PASEO ESTACION FERROCARRIL, S/N",28902,Getafe,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion37002.pdf,,,
37010,,,,,,,,,"40,323041","-3,727278","CALLE MADRID, 155",28903,Getafe,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion37010.pdf,,,
60102,,,,,,,,,"40,3055338","-3,7073714","AVENIDA DE LOS ANGELES, S/N",28903,Getafe,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion60102.pdf,,,
60109,,,,,,,,,"40,3184029","-3,7092335","AVENIDA DEL CASAR, S/N",28903,Getafe,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion60109.pdf,,,
35001,,,,,,,,,"40,328633","-3,771162","CALLE VIRGEN DEL CAMINO, 2",28911,Leganés,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35001.pdf,,,
35011,,,,,,,,,"40,312544","-3,783546","CALLE ARGANDA DEL REY, 6",28914,Leganés,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35011.pdf,,,
35009,,,,,,,,,"40,3409732","-3,7482259","CALLE DEL RONCAL, 7",28915,Leganés,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35009.pdf,,,
35605,,,,,,,,,"40,350199","-3,831678","AVENIDA DE MOSTOLES, 4",28922,Alcorcón,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35605.pdf,,,
35610,,,,,,,,,"40,341869","-3,842311","AVENIDA DE MOSTOLES, S/N",28922,Alcorcón,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35610.pdf,,,
35604,,,,,,,,,"40,356574","-3,815577","AVENIDA DE LISBOA, S/N",28924,Alcorcón,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35604.pdf,,,
35606,,,,,,,,,"40,328724","-3,863478","PASEO DE GOYA, S/N",28932,Móstoles,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35606.pdf,,,
35607,,,,,,,,,"40,330971","-3,882441","CALLE GRANADA, 10",28935,Móstoles,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35607.pdf,,,
35002,,,,,,,,,"40,283135","-3,799565","PASEO DE ROMA, 1",28944,Fuenlabrada,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35002.pdf,,,
35010,,,,,,,,,"40,296725","-3,792477","CALLE DE BARCELONA, 28",28945,Fuenlabrada,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35010.pdf,,,
35012,,,,,,,,,"40,255565","-3,828334","CALLE ESTACION FERROCARRIL, 5",28970,Humanes de Madrid,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion35012.pdf,,,
37012,,,,,,,,,"40,241032","-3,769312","CALLE REAL, S/N",28981,Parla,Madrid,https://data.renfe.com/files/estaciones/FichaEstacion37012.pdf,,,
12023,,,,,,,,,"40,822239","-3,964546","CARRETERA C-604 - ESTACION FERROCARRIL, S/N",40100,Real Sitio de San Ildefonso,Segovia,https://data.renfe.com/files/estaciones/FichaEstacion12023.pdf,,,
01.02,"441044,0800000000","4475402,9200000000",1,01  CENTRO,01-04 JUSTICIA,6,Taxi,2,40.4271733,-3.6950238,"GENOVA, CALLE, DE, 6",,,,,Línea,"13,20",
01.04,"439299,3600000000","4475722,8800000000",42030,01  CENTRO,01-05 UNIVERSIDAD,56,Taxi,8,40.4299302,-3.7156212,"PRINCESA, CALLE, DE LA, 56",,,,,Línea,"50,70",
01.11 a,"440968,6700000000","4474059,0000000000",40666,01  CENTRO,01-03 CORTES,6,Taxi,9,40.4150613,-3.695788,"DUQUE DE MEDINACELI, CALLE, DEL, 6",,,,,Línea,"45,30",
01.11 b,"440974,8000000000","4474009,1300000000",40605,01  CENTRO,01-03 CORTES,12,Taxi,5,40.4146124,-3.6957112,"DUQUE DE MEDINACELI, CALLE, DEL, 12",,,,,Línea,"25,00",
01.17,"441329,9900000000","4475203,1900000000",40168,01  CENTRO,01-04 JUSTICIA,28,Taxi,5,40.4253942,-3.6916351,"GENOVA, CALLE, DE, 28",,,,,Línea,"25,83",
01.18,"439413,9200000000","4475737,0200000000",38162,01  CENTRO,01-05 UNIVERSIDAD,5,Taxi,6,40.4300659,-3.714272,"SERRANO JOVER, CALLE, DE, 5",,,,,Línea,"30,00",
01.24,"439799,9900000000","4474569,2800000000",42584,01  CENTRO,01-01 PALACIO,5,Taxi,3,40.4195744,-3.7096103,"SANTO DOMINGO, CUESTA, DE, 5",,,,,Línea,"15,00",
01.29,"439823,4600000000","4474828,0700000000",35543,01  CENTRO,01-01 PALACIO,19,Taxi,4,40.4219074,-3.7093581,"ISABEL LA CATOLICA, CALLE, DE, 19",,,,,Línea,"22,60",
01.40,"440311,3900000000","4474504,2800000000",38756,01  CENTRO,01-06 SOL,9,Taxi,6,40.4190257,-3.7035765,"SALUD, CALLE, DE LA, 9",,,,,Línea,"29,50",
01.41,"440618,7600000000","4474272,5400000000",39196,01  CENTRO,01-03 CORTES,4,Taxi,3,40.41696,-3.699932,"ARLABAN, CALLE, DE, 4",,,,,Línea,"17,10",
01.45 a,"440546,3500000000","4475327,1900000000",40673,01  CENTRO,01-04 JUSTICIA,3,Taxi,9,40.4264557,-3.700884,"BARCELO, CALLE, DE, 3",,,,,Línea,"45,00",
01.45 b,"440622,7200000000","4475359,3600000000",41821,01  CENTRO,01-04 JUSTICIA,9,Taxi,2,40.4267509,-3.6999868,"BARCELO, CALLE, DE, 9",,,,,Línea,"10,00",LAB. DE 8 A 20 H. EXCEPTO TRANSPORTE URBANO DE MERCANCIAS PERMITIDO TAXIS DE MIERCOLES A DOMINGO DE 20 A 8 H
01.46,"440494,3900000000","4473973,0200000000",39875,01  CENTRO,01-03 CORTES,8,Taxi,2,40.4142529,-3.7013698,"ANGEL, PLAZA, DEL, 8",,,,,Línea,"19,90",
01.51,"439838,7200000000","4474684,3400000000",42930,01  CENTRO,01-01 PALACIO,9,Taxi,1,40.4206137,-3.7091647,"SANTO DOMINGO, PLAZA, DE, 9",,,,,Línea,"5,00",
01.52,"441211,7400000000","4473311,8500000000",40218,01  CENTRO,01-02 EMBAJADORES,8,Taxi,6,40.4083478,-3.6928542,"EMPERADOR CARLOS V, PLAZA, DEL, 8",,,,,Línea,"30,00",
01.55,"441059,6100000000","4474064,2600000000",40571,01  CENTRO,01-03 CORTES,5,Taxi,4,40.4151151,-3.6947167,"CANOVAS DEL CASTILLO, PLAZA, DE, 5",,,,,Línea,"20,00",
01.58,"440147,7600000000","4474216,2000000000",41270,01  CENTRO,01-06 SOL,5,Taxi,7,40.4164188,-3.705478,"MAYOR, CALLE, 5",,,,,Línea,"33,20",
01.60,"439619,0100000000","4473654,8600000000",43816,01  CENTRO,01-01 PALACIO,2,Taxi,3,40.4113238,-3.7116566,"SAN FRANCISCO, CARRERA, DE, 2",,,,,Línea,"15,00",
01.64,"441017,5200000000","4474823,5000000000",43362,01  CENTRO,01-04 JUSTICIA,1,Taxi,3,40.4219517,-3.6952832,"PRIM, CALLE, DE, 1",,,,,Línea,"15,00",
01.65,"441156,4700000000","4473473,8900000000",43648,01  CENTRO,01-03 CORTES,123 B,Taxi,4,40.4098036,-3.6935205,"ATOCHA, CALLE, DE, 123 B",,,,,Batería,"11,10",
01.66,"440798,8100000000","4473690,6700000000",43648,01  CENTRO,01-03 CORTES,81,Taxi,2,40.4117311,-3.6977557,"ATOCHA, CALLE, DE, 81",,,,,Línea,"17,80",
01.67,"440555,2000000000","4473278,5700000000",43651,01  CENTRO,01-02 EMBAJADORES,1,Taxi,3,40.4080013,-3.7005882,"VALENCIA, CALLE, DE, 1",,,,,Línea,"15,00",
01.68,"439754,9500000000","4474453,7200000000",44040,01  CENTRO,01-01 PALACIO,1,Taxi,6,40.4185301,-3.7101302,"ARRIETA, CALLE, DE, 1",,,,,Línea,"34,70",
01.69,"439802,8800000000","4474433,0400000000",44040,01  CENTRO,01-01 PALACIO,frente al 5,Taxi,4,40.4183473,-3.7095633,"ISABEL II, PLAZA, DE, frente al 5",,,,,Línea,"20,00",
01.70 a,"439923,8600000000","4473717,6800000000",44244,01  CENTRO,01-01 PALACIO,50,Taxi,5,40.4119117,-3.7080698,"TOLEDO, CALLE, DE, 50",,,,,Batería,"11,10",
01.70 b,"439928,8800000000","4473729,7300000000",44244,01  CENTRO,01-01 PALACIO,50,Taxi,3,40.4120206,-3.7080118,"TOLEDO, CALLE, DE, 50",,,,,Batería,"11,30",
01.71,"440657,0200000000","4474886,2600000000",44260,01  CENTRO,01-04 JUSTICIA,39,Taxi,2,40.4224915,-3.6995383,"HORTALEZA, CALLE, DE, 39",,,,,Línea,"11,00",
02.01,"440778,7300000000","4472184,9700000000",1,02  ARGANZUELA,02-03 CHOPERA,1,Taxi,3,40.3981656,-3.6978523,"JAIME EL CONQUISTADOR, CALLE, DE, 1",,,,,Línea,"18,00",
02.03,"439579,9900000000","4473107,9300000000",40582,02  ARGANZUELA,02-01 IMPERIAL,4,Taxi,2,40.4063939,-3.7120646,"PUERTA DE TOLEDO, GLORIETA, DE LA, 4",,,,,Batería,"10,00",
02.04,"439527,4700000000","4473162,2600000000",42040,02  ARGANZUELA,02-01 IMPERIAL,52,Taxi,2,40.4068795,-3.7126886,"SEGOVIA, RONDA, DE, 52",,,,,Línea,"14,30",
